Bird, MEX, 0dcff1f0-b8cd-4e67-a7df-7b56b586c094, 45, 5372, No update data, 9g3qwf02zxuc
Bird, MEX, 865327af-d18d-4f3b-8011-36055107ff7f, 61, 7900, No update data, 9g3qwg33z73x
Bird, MEX, 66b6528b-30b2-47b3-85d4-20dc8b480dce, 84, 12191, No update data, 9g3qwf8hh7jx
Bird, MEX, 49099321-bb55-41d0-8339-8c3b325b1500, 70, 9322, No update data, 9g3qwf85fejs
Bird, MEX, 67de77e0-11fd-48df-905e-5201d588f059, 44, 5214, No update data, 9g3qwc87jk4h
Bird, MEX, 252b2f05-de86-4456-b18e-165a5cf781db, 79, 10744, No update data, 9g3qwc86tued
Bird, MEX, 66afb9cc-e814-4e61-8497-1fc2d5cb01f8, 96, 14195, No update data, 9g3qw9zgdq4s
Bird, MEX, 3bf6b462-f6f3-46ff-a5da-b20bd6db63c0, 97, 14362, No update data, 9g3qw9zg1gc4
Bird, MEX, 82bb97e6-207d-4444-9a0b-bc0d1d1a56e8, 94, 13861, No update data, 9g3qw9zg1tdy
Bird, MEX, 595ddca6-906c-4545-a5ec-8da54e8d8613, 94, 9794, No update data, 9g3qw9zg13mf
Bird, MEX, 9e95c272-5c91-48b4-915b-1d5f83f26b18, 88, 12859, No update data, 9g3qw9zg12jg
Bird, MEX, e097d325-706c-4f8d-9198-b9ff8f62a666, 94, 13861, No update data, 9g3qw9zg319x
Bird, MEX, adc87f8a-63cf-425c-974b-6e3549987b79, 94, 13861, No update data, 9g3qw9zg11xs
Bird, MEX, d20c7b6b-813d-492d-b1cd-bfc3cacd6ac8, 96, 14195, No update data, 9g3qw9zf3zcn
Bird, MEX, 13f13fe0-7c69-4bb4-8a20-ccad09a2f946, 93, 13694, No update data, 9g3qw9zf3xdu
Bird, MEX, 8ef74fd7-320c-4b69-b109-8aecc3e02d1d, 92, 13527, No update data, 9g3qw9zf93vc
Bird, MEX, 97fe9ea0-d177-4df6-a801-4ceda3979a00, 94, 13861, No update data, 9g3qw9zf94pe
Bird, MEX, b6c16e86-fc7a-4da1-bbe8-cebb9b5fd031, 93, 13694, No update data, 9g3qw9zf3hzd
Bird, MEX, 71556188-762b-424d-9df8-c86034f57d69, 94, 13861, No update data, 9g3qw9zf3p3d
Bird, MEX, 7b3da5ed-20f8-4ee9-b0d7-12ca3e8f615c, 87, 12692, No update data, 9g3qw9xy5xx3
Bird, MEX, 894de41d-d0cc-49b9-8bf4-67fd376a07c6, 47, 6012, No update data, 9g3qw9ruehbu
Bird, MEX, b5c0be13-5306-4c6e-b394-bc2575b60532, 93, 13694, No update data, 9g3qwbcjhqvs
Bird, MEX, 728215f7-a634-4e90-815d-9f44150fc162, 98, 13746, No update data, 9g3qwbchv4v3
Bird, MEX, 708c86c1-4f9d-4353-9bc9-60f1a4800d7c, 93, 13694, No update data, 9g3qwbcj6z69
Bird, MEX, 7e516a7a-a46a-4184-84a9-f67233b3c256, 92, 13527, No update data, 9g3qwbcj748u
Bird, MEX, b7756413-1f85-4118-ac08-312d167ec621, 57, 7268, No update data, 9g3qw9rw2fss
Bird, MEX, 60c0ae60-5b1d-47e3-b1fa-87226b8b0dc0, 60, 8183, No update data, 9g3qw9rc9sfu
Bird, MEX, 9b58b631-8f46-4a6c-aa0b-6acf89470661, 84, 11534, No update data, 9g3qwdqdzr3x
Bird, MEX, f5fabc63-1c53-43c8-b5a6-edba80e84d2c, 46, 5530, No update data, 9g3qwbbtsdey
Bird, MEX, c5363724-0be5-4c69-93cd-198f225a51c5, 97, 13588, No update data, 9g3qwc04n4cg
Bird, MEX, 1d380a25-187d-42fb-9b32-5c0cd5c30719, 93, 13694, No update data, 9g3qw9yezj73
Bird, MEX, 4d1101c0-da05-4bca-8b0f-8e90371e5274, 94, 13861, No update data, 9g3qw9yexng2
Bird, MEX, f6113a17-6996-4ddf-9924-5031b48f8680, 91, 13360, No update data, 9g3qw9yewy0h
Bird, MEX, a2a2f7b9-3d36-4633-a6af-4f8064ce2a3f, 94, 13861, No update data, 9g3qw9yewx3u
Bird, MEX, f8c2b0f4-cade-4b28-a886-8fc636115144, 93, 13694, No update data, 9g3qw9yeww3y
Bird, MEX, d26ae9ce-cafb-4d30-8c49-86c85e2b151a, 92, 13527, No update data, 9g3qw9ydz23d
Bird, MEX, 7ca5d419-e925-4e73-9d1f-be061fede0cc, 92, 13527, No update data, 9g3qw9ydwyqq
Bird, MEX, 766bf2fb-b475-44c7-b4c2-6139bf3e95c9, 87, 12692, No update data, 9g3qw9ysmd27
Bird, MEX, 1871894c-37f5-4e5c-9ce0-8b4b61087abd, 94, 13861, No update data, 9g3qw9ydwz8n
Bird, MEX, 0e58b9a1-2282-4842-88fc-0af613b9aa2e, 93, 13694, No update data, 9g3qw9ydyt3c
Bird, MEX, 4e74a0ff-3c89-488a-b401-4002660a13c0, 94, 13861, No update data, 9g3qw9ydwv0p
Bird, MEX, 86669df8-1658-45b2-b1d1-60fccdefce3a, 63, 8684, No update data, 9g3qw9rntswd
Bird, MEX, cc62ef2f-e3b8-447f-bb06-c68a77a7b658, 80, 10902, No update data, 9g3qw9rnmy7s
Bird, MEX, 1e635812-11f7-4cf4-84a6-76e85a2187de, 99, 13904, No update data, 9g3qw9rnubr4
Bird, MEX, aef2427e-6bb9-4887-a79a-bf12853878a5, 98, 13746, No update data, 9g3qw9rnuqbd
Bird, MEX, 930c3388-c0f4-41d7-a1c2-618d4e17d047, 89, 12324, No update data, 9g3qw9rnu78x
Bird, MEX, 21425b35-9f97-47bf-a9fe-44fc88eb46e5, 98, 13746, No update data, 9g3qw9rngxz2
Bird, MEX, a001d9c2-c2d5-448b-a86c-8af59bc0877b, 96, 14195, No update data, 9g3qw9rng9d3
Bird, MEX, ed8d1ef3-e475-4b32-b51f-f2c6f337bc6a, 98, 13746, No update data, 9g3qw9rng1mb
Bird, MEX, 6ea057df-80e6-4a8b-a710-faa96add2bc8, 96, 14195, No update data, 9g3qw9rp48tw
Bird, MEX, 3c9df959-280a-436e-b68a-019d709803b6, 75, 10112, No update data, 9g3qw9ys9y1j
Bird, MEX, c9c56f4a-1c23-44ae-92e2-4c6331d5cce8, 69, 9686, No update data, 9g3qw9y6xcrz
Bird, MEX, 699137e1-6e12-4dee-8d01-16fa414ddd1e, 87, 12692, No update data, 9g3qwb8y5sdr
Bird, MEX, 904f0121-f88a-448f-af81-06502f2a7cdb, 90, 13193, No update data, 9g3qw9pqbk51
Bird, MEX, c92a78d8-9577-494a-8a96-3282bf81e7e6, 90, 12482, No update data, 9g3qw9ppwjyf
Bird, MEX, 07f8f086-6582-41c7-907a-457cb8421770, 98, 13746, No update data, 9g3qw9qwpkwx
Bird, MEX, 5e1fc8cd-e806-4674-a587-f78bee9360b9, 71, 10020, No update data, 9g3qwdnn1149
Bird, MEX, baab2632-4df5-42b7-be7a-feff70750bf0, 99, 13904, No update data, 9g3qw9qwmxq9
Bird, MEX, 54604a97-b8da-4ad9-b3b3-d9c199ec4668, 100, 14062, No update data, 9g3qw9p6ugp5
Bird, MEX, 7930a9d1-e57f-4994-8e93-e1f4d3c854ce, 98, 13746, No update data, 9g3qw9p6ucd1
Bird, MEX, c249d50c-47e3-451a-9a88-4c30bdcc4095, 98, 13746, No update data, 9g3qw9p6umvs
Bird, MEX, 580ab9b3-77c2-40fe-8b6f-3210920bc3b8, 47, 6012, No update data, 9g3qw9phyj3b
Bird, MEX, d0e345d4-d501-42c7-b2a8-3f6eb8c8583f, 78, 10586, No update data, 9g3qw8zwv64j
Bird, MEX, 5434a767-cd3e-4e7d-b7fa-3317201a342c, 57, 7682, No update data, 9g3qw9pjhzd1
Bird, MEX, 7d1a51e1-ce8e-4597-a025-2778ce0f2656, 31, 3160, No update data, 9g3qw9pjhvr5
Bird, MEX, defa2e68-2f20-40f1-8116-9677bca64ed6, 49, 6004, No update data, 9g3qwb8qrv9z
Bird, MEX, 276029cb-ec18-45d4-9a01-7c060e31921a, 89, 12324, No update data, 9g3qw9yh8zsw
Bird, MEX, 621da6e7-4521-4355-8277-4d1257a86975, 93, 12956, No update data, 9g3qw9yhbswm
Bird, MEX, 3c4a9b12-f018-4a3f-9a6d-cf6b74d11873, 70, 9322, No update data, 9g3qwb8cwzq7
Bird, MEX, 8aa060b8-4d05-442d-980f-7db91e282172, 93, 13694, No update data, 9g3qw9qqwc2p
Bird, MEX, cb884a44-8d42-4818-b43a-cb4148dd991c, 54, 6794, No update data, 9g3qw9qdm9nd
Bird, MEX, d52950e7-b447-44df-ae25-414d9d0af63a, 21, 1670, No update data, 9g3qwb8ctz59
Bird, MEX, 2a2ead98-73a2-4f4f-81e6-2b1d6757ad72, 62, 8517, No update data, 9g3qw9q9pjgr
Bird, MEX, 22caa503-13ed-4cbf-bf49-1473b93307e4, 91, 13360, No update data, 9g3qw9qqmxq9
Bird, MEX, 9bc8fcdc-9371-450c-9a0f-0e3960089dc7, 93, 13694, No update data, 9g3qw9qqmm6n
Bird, MEX, c8234998-faf0-429d-ab36-3d610a51b1ec, 63, 8684, No update data, 9g3qw9qdkj4k
Bird, MEX, 7c3e9e34-7e5e-46a8-abfa-c072cb627fa7, 83, 11376, No update data, 9g3qw9nye1vc
Bird, MEX, 9d2a55f9-5b98-4bfc-95a7-4b00ee9f1000, 67, 9352, No update data, 9g3qw9wh0ch8
Bird, MEX, cb7db370-bcc1-49dd-a381-37d8ad37ba42, 98, 14529, No update data, 9g3qw9nguk09
Bird, MEX, 12c2811f-16d3-4790-adfe-07bb7c56b8df, 82, 11218, No update data, 9g3qw9nu59p0
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 100, 14062, No update data, 9g3qw9qnqhny
Bird, MEX, 8fdd4726-5d28-4b4a-97d7-2cf7e72a2bd8, 92, 13527, No update data, 9g3qw9ncpg1t
Bird, MEX, 52d9c15f-541f-4db7-9ef8-c3602ab625ef, 90, 13193, No update data, 9g3qw9ncp8sy
Bird, MEX, c3ae0d84-8a55-43dc-86f2-33ab4f23993b, 66, 8690, No update data, 9g3qw9q2s7wu
Bird, MEX, 21e38d7d-1bff-48f0-ab1a-271b81901e7e, 49, 6004, No update data, 9g3qw8z6rpe7
Bird, MEX, 4ff8ef53-e1ff-4f41-82bb-49d6a175b81a, 51, 6680, No update data, 9g3qw9nqg3u5
Bird, MEX, b4a8b90b-bacf-49ea-a1be-defcbfc6f1ad, 75, 10688, No update data, 9g3qw9nqgh2g
Bird, MEX, 49054b25-b2e5-41f8-830a-eac07932b205, 58, 7849, No update data, 9g3qw9nqf64m
Bird, MEX, 7028c9d7-fb07-483d-966d-fb1bf0265d0f, 87, 12008, No update data, 9g3qw9nr1b9n
Bird, MEX, 6775c904-1c77-4d68-9e81-809ba0c872ce, 75, 10112, No update data, 9g3qweqmdemt
Bird, MEX, 1f44dba9-d628-42eb-ba7c-350dbf77e39c, 75, 10688, No update data, 9g3qwb2sy2t5
Bird, MEX, 0183dba3-7d25-4f5f-b9a1-fb6b87e3c9a9, 91, 13360, No update data, 9g3qw9mwxyzb
Bird, MEX, 3b489761-e2d8-432e-ac2c-36cc2aaf6286, 82, 11857, No update data, 9g3qw9tmqg20
Bird, MEX, 37ed8f83-22aa-47f7-8162-df33804a3a8f, 29, 3006, No update data, 9g3qw9mbgntb
Bird, MEX, 42a3c627-fc7a-40ba-9a0f-9a84c4559e6f, 90, 13193, No update data, 9g3qw9mqh06k
Bird, MEX, 7f5cad16-e38c-4646-bac3-f951618c2df5, 96, 13430, No update data, 9g3qw9mpvwb6
Bird, MEX, 39298bbd-04c3-47e1-9e44-aba7ba98b4bd, 97, 13588, No update data, 9g3qw9t0j340
Bird, MEX, 76f33fe6-132c-46b9-b0d4-7f60929a4a24, 98, 13746, No update data, 9g3qw9mpuznu
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 99, 13904, No update data, 9g3qw9mptjjn
Bird, MEX, 4a970da8-26c8-4da7-828d-a1ad3c40c0c2, 99, 14696, No update data, 9g3qw9jthbnf
Bird, MEX, ff04ba4e-ac05-41b3-a260-0b6708f18b76, 100, 14863, No update data, 9g3qwdsxzn72
Bird, MEX, cb43131f-ea93-49e0-913d-597b92c051d9, 93, 13694, No update data, 9g3qw9jsubyv
Bird, MEX, ddbc845b-fdf8-44fe-9901-5b395771b7b9, 94, 13861, No update data, 9g3qw9jsut7b
Bird, MEX, 62205c55-2d1e-4c97-96c4-cd23c5545f59, 93, 13694, No update data, 9g3qw9jbmz79
Bird, MEX, a51a1fa8-829f-493d-818a-fce907a61738, 76, 10855, No update data, 9g3qw9jsun4q
Bird, MEX, f25a9cfb-cb0b-4e67-8f02-ae26d3f35579, 92, 13527, No update data, 9g3qw9jsu14r
Bird, MEX, f53838d9-b382-4051-9511-3cdd5a663413, 98, 14529, No update data, 9g3qw9jseztm
Bird, MEX, e47798fd-bee2-48d1-8cb4-bfcca5c72c1f, 90, 12482, No update data, 9g3qwdse12jg
Bird, MEX, 65dad9ee-8a02-489d-90d8-c8c515f46f5f, 62, 8517, No update data, 9g3qw8y57xd7
Bird, MEX, af50c9ac-ed91-410d-acd5-da0393a7393d, 73, 10354, No update data, 9g3qw8y5e4jf
Bird, MEX, f0114f61-894d-429c-871c-7fec28934122, 64, 8851, No update data, 9g3qw8y57khj
Bird, MEX, a59488b0-3b6c-429a-ad75-97dd577094f2, 89, 13026, No update data, 9g3qw9hy1b3h
Bird, MEX, 115afe4f-da13-468e-965c-7c08de0b077c, 92, 13527, No update data, 9g3qw9hvbyhq
Bird, MEX, 9fca9c63-ed78-4f5d-a6e9-fbde9002bb82, 94, 13861, No update data, 9g3qw9j1qn3g
Bird, MEX, 52a79098-f54d-4545-a100-61ba258a648a, 93, 13694, No update data, 9g3qw9j1mygx
Bird, MEX, ed52fdb2-8b3b-4cc5-9c7f-c72106d294dd, 93, 13694, No update data, 9g3qw9j1nwcv
Bird, MEX, 8924d538-8924-4cd4-aef9-17c9b6f31131, 91, 13360, No update data, 9g3qw9s0qkuf
Bird, MEX, 4d5ff4cc-0e6d-4801-b070-f1c65cd46b6c, 92, 13527, No update data, 9g3qw9s0nhns
Bird, MEX, d82b4229-ff7e-4b71-b6f1-10e520a12cad, 92, 13527, No update data, 9g3qw9s0t36p
Bird, MEX, d21a7f3c-b00e-4aa9-92b6-d888464bd82b, 93, 13694, No update data, 9g3qw9j1bx1k
Bird, MEX, dc045c8a-e31e-48f0-8550-26dc356ba9f3, 83, 12024, No update data, 9g3qw9hsxh72
Bird, MEX, a0cc93f3-e69b-4384-8a59-43d59304cf28, 93, 13694, No update data, 9g3qw9hsrp73
Bird, MEX, 2697027b-4ebc-4395-a324-0e2c9e73fdde, 71, 9480, No update data, 9g3qw9hsqywm
Bird, MEX, 5ecd6565-8740-48b9-9402-c03b1b7a19e8, 93, 13694, No update data, 9g3qw9hej6d1
Bird, MEX, 426a3fcc-6850-42e2-8a85-016a545b7431, 88, 12859, No update data, 9g3qw9k2881r
Bird, MEX, 2b36a6ad-d0d4-4624-94cc-975dfc1583fc, 90, 13193, No update data, 9g3qw9k0qy8j
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 97, 13588, No update data, 9g3qw97ze5yz
Bird, MEX, 6bfbb9d6-e54c-401b-afbb-bd16e111fa29, 83, 12024, No update data, 9g3qw8wp60hk
Bird, MEX, fc2dd20f-88c7-453e-8078-97a1746aa1c5, 49, 6004, No update data, 9g3qw8wn6ydt
Bird, MEX, 27370b22-fdb0-4a9d-9e42-4a7d54369426, 97, 13588, No update data, 9g3qw8wens9y
Bird, MEX, 3e3302ba-7d61-4838-9d28-45f1850c4d68, 91, 12640, No update data, 9g3qw8wen13c
Bird, MEX, 4b36b706-f692-447e-9b09-bdc35d60d92c, 33, 3674, No update data, 9g3qw9gwcbcn
Bird, MEX, 36b1bc93-c0f7-48d4-98f8-904d19c164da, 84, 12191, No update data, 9g3qwd52xy6z
Bird, MEX, 691c62f2-55b7-4f6d-bc09-a57825c963f0, 91, 13360, No update data, 9g3qw8tqqpq9
Bird, MEX, 873a8163-2695-4303-9d59-0c92fd7f8a48, 92, 13527, No update data, 9g3qw8tqqnqe
Bird, MEX, d598ea40-41c1-4299-bbc5-b4a3689cbf1d, 92, 13527, No update data, 9g3qw8tqqs1v
Bird, MEX, 844fadec-a8d9-4b57-b3a0-59878c8e5b6f, 40, 4843, No update data, 9g3qwd7zu6ny
Bird, MEX, 85e14b96-90cb-4608-9ab7-958c08b3eac2, 64, 8374, No update data, 9g3qwds45xfh
Bird, MEX, 4a0dd9f6-080f-4f97-a11c-c89a9605ee61, 93, 12956, No update data, 9g3qwdshy41x
Bird, MEX, 835fc113-722c-4341-ba6f-d5076ce87299, 92, 12798, No update data, 9g3qwdeurner
Bird, MEX, 63029094-9654-4c13-ad2c-93db5f97fcde, 96, 13430, No update data, 9g3qw95j7cmk
Bird, MEX, 65bf606d-dfb0-4fd2-9444-6b65f35f57ea, 93, 12956, No update data, 9g3qw95jd2pr
Bird, MEX, 70f837b4-c023-4607-afdf-30629fb9093f, 85, 12358, No update data, 9g3qwdu4nbqq
Bird, MEX, 373d1ab5-5a75-42b4-8ffd-5fd8095ae955, 87, 12692, No update data, 9g3qwdu4necg
Bird, MEX, 951bce1c-24b6-4d92-bf58-2d65b7b50a4c, 83, 12024, No update data, 9g3qwdu4n7sc
Bird, MEX, c6dbafc5-8c0f-4e6c-bd29-d83e3aeaea8f, 87, 12008, No update data, 9g3qwdu4hknv
Bird, MEX, cf11a783-ef06-4f0d-a294-d8a07b61c027, 89, 12324, No update data, 9g3qwd4qzh7h
Bird, MEX, 60243b33-7673-4819-b597-a5f288d3e933, 99, 13904, No update data, 9g3qw94tdfdw
Bird, MEX, 991e189d-c886-47ac-8525-820d7bcbf39d, 42, 4898, No update data, 9g3qwdur0nyn
Bird, MEX, 289067b1-b5b3-4b58-b8c9-e28adedb494f, 84, 12191, No update data, 9g3qw94nsrqs
Bird, MEX, a362b2e4-c6b0-449e-b8ff-55e6b2bb94e0, 55, 7348, No update data, 9g3qweh324wn
Bird, MEX, 06ef9f1b-c3b6-4a50-afef-7a5ec4a71887, 29, 3006, No update data, 9g3qwd1ygqgg
Bird, MEX, 8d4c77fe-6ae2-4a56-a798-c36701b9a55d, 49, 6346, No update data, 9g3qwd1z9ur1
Bird, MEX, b462513c-2cf8-483a-8cb9-4cb3f94c2bb2, 54, 6794, No update data, 9g3qwdgxzgzc
Bird, MEX, 8ed9705b-a0d8-44e2-bf67-efb85339b818, 58, 7849, No update data, 9g3qwddmyn9d
Bird, MEX, 9a3b717f-b138-4d12-afd8-bc6e32618858, 51, 6680, No update data, 9g3qwddmveb2
Bird, MEX, f07c77ac-1ca0-4c6c-a492-cb7dabcea0eb, 90, 13193, No update data, 9g3qwe5yyzw2
Bird, MEX, a6c60d18-0a0f-4271-9ed4-58b8e131a27d, 84, 12191, No update data, 9g3qw90gtf56
Bird, MEX, 7e0e47c7-e373-4f58-930f-945f8d16514a, 84, 12191, No update data, 9g3qwdfnp316
Bird, MEX, 26c88d5f-2214-4717-b214-6a2f9a6a25d1, 97, 13588, No update data, 9g3qwdfnt66n
Bird, MEX, 3dbd96e5-7713-4b46-826c-5bdd314d06e5, 66, 9185, No update data, 9g3qwd2g2zsk
Bird, MEX, e593fbed-d62b-4e5c-9124-013dc01451c8, 92, 13527, No update data, 9g3qwdfpjyem
Bird, MEX, 1cce273a-ba00-4297-9805-7073ea67ada6, 93, 13694, No update data, 9g3qwdfpjwyq
Bird, MEX, bd03180f-34d0-4b20-beb3-d82927ca0494, 62, 8058, No update data, 9g3qwe7gu2bx
Bird, MEX, dc69eb0b-e99b-4591-b033-922736a51749, 93, 13694, No update data, 9g3qwe4eu689
Bird, MEX, a48ffbde-6e8c-4b27-9ea0-4b19a6124729, 53, 7014, No update data, 9g3qwe40m8b6
Bird, MEX, 4fd20557-aa56-478f-a16f-9fafbd433ee3, 78, 11189, No update data, 9g3qwe4y86fb
Bird, MEX, ef617897-1bf1-484a-ac26-b768440e9ce6, 57, 7268, No update data, 9g3qw86j31fx
Bird, MEX, aaf2b30c-7b63-44a4-a17e-e2dfb1901277, 29, 3006, No update data, 9g3qwdcwdsmd
Bird, MEX, aad5d44d-0158-44a4-88d1-d60bb697eeb3, 87, 12008, No update data, 9g3qwetq1wfz
Bird, MEX, 8a7f6ee4-200c-4b55-8b4f-a19fb23e6a77, 79, 10744, No update data, 9g3qrnp01r05
Bird, MEX, 5ea35583-6203-46b8-b055-341bf0afd675, 70, 9853, No update data, 9g3qrnp8b4tq
Bird, MEX, 41fc4b61-cdb2-437e-b9d5-887bb1cc1acc, 47, 5688, No update data, 9g3qrjyygt3x
Bird, MEX, e92f9955-c000-4696-8e8c-d7d85d184a8d, 35, 4008, No update data, 9g3qrnpnejn7
Bird, MEX, 8136bc6e-1433-4420-bfe3-a075f53f334e, 83, 11376, No update data, 9g3qrnnwm1um
Bird, MEX, 02fb0384-e43c-45e3-a745-6587fab95a24, 73, 9796, No update data, 9g3qrnnwt0u2
Bird, MEX, c98ba340-be31-486e-afaf-f7e996bc2f66, 69, 9164, No update data, 9g3qrmbp29wg
Bird, MEX, 1c95f637-1565-40ac-881c-67a0cf01ef8c, 49, 6346, No update data, 9g3qrq0p2uez
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 90, 13193, No update data, 9g3qrnrbyp9j
Bird, MEX, 1d402812-b543-4254-9189-e922bf6e997e, 79, 10744, No update data, 9g3qrnrbz47u
Bird, MEX, 096dde0f-fb0b-4860-ae8e-7ed9f2f345f2, 90, 13193, No update data, 9g3qrnrbyubs
Bird, MEX, b728f775-67c9-4126-9d34-f5705ee759e7, 48, 5846, No update data, 9g3qrnrbyzj9
Bird, MEX, e9862dc5-f201-411b-949e-f65e77f0b68b, 29, 3006, No update data, 9g3qrjyc7fs9
Bird, MEX, 4a6bf1db-bb1f-4219-9a09-2b53812a989e, 64, 8851, No update data, 9g3qrq0qc20q
Bird, MEX, e711b4c2-5dbb-41a0-a6c7-8e4fcbafbc96, 97, 13588, No update data, 9g3qrjzfrnef
Bird, MEX, 7fbaf86f-9422-488e-a811-a23ff9ec158c, 49, 6346, No update data, 9g3qrq0r4tt4
Bird, MEX, 60eed4e4-cfa5-4afd-a16c-767be8a80050, 83, 12024, No update data, 9g3qrjz2q011
Bird, MEX, a18a1ba0-e569-49fe-934f-f7eb73e1253c, 89, 13026, No update data, 9g3qrmb40q5t
Bird, MEX, 858c8c65-bd75-4757-b743-65eaf262bab4, 93, 12956, No update data, 9g3qrmb431fj
Bird, MEX, 4bea6ff2-89ed-4a78-b105-88625e823038, 74, 9954, No update data, 9g3qrmb4dcgp
Bird, MEX, 8f66f389-66cc-412b-805b-91f0d6261ce0, 87, 12008, No update data, 9g3qrjzc4d2n
Bird, MEX, d0cdbb47-a2df-48a1-8556-131232e5c66e, 84, 12191, No update data, 9g3qrjwzz68v
Bird, MEX, ff79f7b6-d1a3-4d52-946d-3492961398f4, 89, 13026, No update data, 9g3qrjzbgzsv
Bird, MEX, c9ecd76a-e567-4807-b7e6-f3d8f8066932, 69, 9686, No update data, 9g3qrq0t8xyu
Bird, MEX, 0c5a17e6-166d-41e1-93db-c6648cc22588, 93, 13694, No update data, 9g3qrjzbu4zz
Bird, MEX, 8e5c6a30-a96d-428a-bcc7-eb1f40b728ff, 93, 13694, No update data, 9g3qrjzbu6wj
Bird, MEX, 201d210a-33d0-4757-81d7-80d66d0c5c0a, 90, 13193, No update data, 9g3qrjzbugr9
Bird, MEX, 316754ef-a08c-44ae-8fcc-6cc8abc57202, 91, 13360, No update data, 9g3qrjzbucc2
Bird, MEX, f5bb2c98-ad19-4529-836c-e787ae9db10b, 92, 13527, No update data, 9g3qrjzbubpw
Bird, MEX, aa4101f5-148c-40cc-8981-c9c61cbe636d, 48, 5846, No update data, 9g3qrjy2hdu2
Bird, MEX, 76e37fd8-35d9-4ce2-8c34-fbec5b289abf, 40, 4843, No update data, 9g3qrjwruy9r
Bird, MEX, d0afa769-64e4-42b0-900c-f027c71e4879, 40, 4843, No update data, 9g3qrq25vtvf
Bird, MEX, 773a2a93-ec33-4cd4-b1b1-a06f0b495859, 93, 13694, No update data, 9g3qrnjxdv55
Bird, MEX, 669c122e-5540-4665-a817-f58a63f34d14, 96, 13430, No update data, 9g3qrjxt1pdp
Bird, MEX, 16acb273-de7f-448e-a310-ff9b42e62934, 97, 13588, No update data, 9g3qrjwtqj9h
Bird, MEX, f78c7c7f-383e-4111-aa1c-16a556066526, 98, 14529, No update data, 9g3qrnjxc8g6
Bird, MEX, 33d3f3dd-246f-467f-8e89-ea07acae2c5b, 67, 9352, No update data, 9g3qrnjx913u
Bird, MEX, f7467866-48be-4c92-b24d-af2177823acf, 55, 7348, No update data, 9g3qrmbdt5s9
Bird, MEX, 3fb8be9f-d2eb-4391-ae67-c3d16485fc55, 94, 13861, No update data, 9g3qrnjx8cku
Bird, MEX, 7a504cb5-b391-4af7-b133-e6dad99801d5, 97, 14362, No update data, 9g3qrnjx9n3g
Bird, MEX, bc6c442a-105c-48dc-8727-8678afe52c1a, 43, 5056, No update data, 9g3qrjvrghw3
Bird, MEX, c7bed242-e870-404d-b305-bf05c48330cf, 45, 5372, No update data, 9g3qrjvrf21w
Bird, MEX, 973e00bb-9053-4d2f-92d3-c0a1472a8d4e, 45, 5372, No update data, 9g3qrmbf888x
Bird, MEX, 8686df6c-f54d-4a0f-83d8-f8a8ca2d5770, 54, 7181, No update data, 9g3qrjxs0hm6
Bird, MEX, b2cc5fde-4cab-488e-9db9-7e99efb56bbc, 87, 12692, No update data, 9g3qrnjrkyx6
Bird, MEX, fa66b98e-66aa-42c8-90f7-76d5520f862d, 46, 5845, No update data, 9g3qrnm9c49y
Bird, MEX, 269bdd2c-ab3c-4e57-83c7-a03f44fb2b28, 55, 7348, No update data, 9g3qrmb8ky96
Bird, MEX, f872bb82-57f8-4f7e-8e26-a24697c65768, 93, 12956, No update data, 9g3qrq10q0cp
Bird, MEX, 0cca98cb-85a2-4072-9fd5-d77657c3cbe8, 74, 10521, No update data, 9g3qrq2qs1xy
Bird, MEX, 90762281-c815-446e-8eba-a8a89148ad0c, 57, 7268, No update data, 9g3qrmb8nd6w
Bird, MEX, 2aff6921-2a5a-4d79-8aa1-3138482b33b6, 88, 12166, No update data, 9g3qrq2qsjpg
Bird, MEX, 47fdcfbb-82a4-42db-9f0f-3c76a9fb9de1, 91, 13360, No update data, 9g3qrmchd9m5
Bird, MEX, 9816e937-9b62-4972-8910-9cb399998cd8, 51, 6680, No update data, 9g3qrnm29fbm
Bird, MEX, a653a2bf-644c-483e-9c35-d4d5de9b070c, 78, 11189, No update data, 9g3qrmchuzre
Bird, MEX, a1e7bf1a-b339-436d-bcde-474cf079c37e, 66, 8690, No update data, 9g3qrjx47e1s
Bird, MEX, 65503ed9-ba4c-42e6-8f95-324a1c7038f4, 94, 13861, No update data, 9g3qrnmzx9mh
Bird, MEX, 1f48fb27-d30a-48c6-95ce-f2a7ca904108, 98, 13746, No update data, 9g3qrnmzrpeb
Bird, MEX, 44167397-15c6-4519-95ac-ff09bb869bec, 73, 9796, No update data, 9g3qrjx44m1z
Bird, MEX, cc9d8335-4e1a-4c34-9c24-254d071d0712, 100, 14863, No update data, 9g3qrnmzqy8d
Bird, MEX, 40b844e8-efb6-4cff-a4e8-1c4c25a7cc82, 92, 13527, No update data, 9g3qrnmzx32u
Bird, MEX, ce7d41c9-47ae-439f-9376-6692c122f882, 72, 10187, No update data, 9g3qrjx452k8
Bird, MEX, 0db7f291-2ffe-4fb7-9804-77ddea61835b, 89, 13026, No update data, 9g3qrnmzw0c0
