Bird, MEX, 65f5c349-be06-4fe7-8a9d-4d41124fc48b, 97, 14362, No update data, 9g3qwc0v3uy4
Bird, MEX, 68021248-de5b-4b4a-bb92-4a558862e66f, 91, 13360, No update data, 9g3qwbcjtxm7
Bird, MEX, d4e9476a-c80d-4344-af29-9e6e4f1c953a, 100, 14863, No update data, 9g3qwbcjuqbd
Bird, MEX, 80da17a0-2992-4ece-b6d8-1cad38d224e2, 100, 14863, No update data, 9g3qwbcjskvs
Bird, MEX, 4708e023-7ad0-43c3-a084-752ec5464024, 93, 13694, No update data, 9g3qwbcj7zvt
Bird, MEX, 7ef80d86-f8f8-406b-93b4-794e50d5301d, 98, 14529, No update data, 9g3qw9z0whwg
Bird, MEX, b6bf8a16-6236-428d-9876-32f53dafd1f0, 92, 13527, No update data, 9g3qw9z0wjcf
Bird, MEX, 52602eae-270c-4c29-9f37-30d04ed61b89, 96, 14195, No update data, 9g3qw9z0tu79
Bird, MEX, e2f002c0-9adc-42ae-be22-67ac2587f0d5, 49, 6346, No update data, 9g3qwdw8zyzu
Bird, MEX, eb51a581-8a04-4924-b238-7658d5a9c396, 69, 9686, No update data, 9g3qwdqdq0yc
Bird, MEX, f4137f90-4d56-4d2c-b8be-d989b7be97df, 72, 10187, No update data, 9g3qwdnwuqve
Bird, MEX, 6bdd5975-a2fb-4f4e-828e-e5c4a2bb1c51, 100, 14863, No update data, 9g3qw9yewu21
Bird, MEX, 037fe69c-38fc-4420-b598-ecf8c2ff4fa0, 100, 14863, No update data, 9g3qw9yewqhu
Bird, MEX, 529823e6-3c8f-41ee-9734-8acf34ea5623, 96, 14195, No update data, 9g3qw9ydwncb
Bird, MEX, 66ea4a54-b66e-47b2-99de-c2e784ae2c80, 78, 11189, No update data, 9g3qw9ydtggx
Bird, MEX, 91b40f0f-2dc3-46b5-99d4-916f43e12d5b, 94, 13861, No update data, 9g3qw9ydtt0r
Bird, MEX, a92bdc6e-a438-4cbf-8957-cd4d8bfae35e, 96, 14195, No update data, 9g3qw9ydtnmn
Bird, MEX, af95285e-34ef-47f1-bc01-57cf2e433072, 93, 13694, No update data, 9g3qw9ydsc4j
Bird, MEX, 62175755-a28a-4943-8bf9-2dfd9baed25a, 75, 10112, No update data, 9g3qw9r2kxeg
Bird, MEX, cde004fd-802f-49a7-8721-f5e2cdfaa2b7, 99, 14696, No update data, 9g3qw9ye0scf
Bird, MEX, d6eab4b0-705c-431f-9608-c95fc5e0fd65, 97, 14362, No update data, 9g3qw9yd2jy0
Bird, MEX, b065bcf3-2750-4516-a61a-f86a5b465554, 78, 11189, No update data, 9g3qw9r258dq
Bird, MEX, fb876b15-a56f-4bd5-a080-5e4cd950efc5, 97, 14362, No update data, 9g3qw9y6rgrb
Bird, MEX, 8dadc1fc-42d2-4273-8496-36a1d1f059eb, 97, 14362, No update data, 9g3qw9y6r7q8
Bird, MEX, f83cf5f6-adb0-4f5f-a1d9-32cd86afd0e8, 56, 7515, No update data, 9g3qw9prfbft
Bird, MEX, 147f22d4-5440-4a84-a5ae-00dcf8062531, 54, 7181, No update data, 9g3qw9wse9pj
Bird, MEX, 20620b1e-d60a-4501-9caf-ecfba67cf39f, 30, 3173, No update data, 9g3qwdqjngw3
Bird, MEX, 975cb956-775e-4bda-8564-1b9742cc7203, 72, 10187, No update data, 9g3qw9pr91pt
Bird, MEX, c33ab56d-7f5c-4430-9236-cc190fee9941, 44, 5214, No update data, 9g3qw9pnz29e
Bird, MEX, 00cdca5d-bf8a-4f7c-b86a-4f3330c384e4, 30, 3002, No update data, 9g3qwb8wcv94
Bird, MEX, 2891fff3-0ecd-4f54-84a1-efc73637e3ac, 51, 6320, No update data, 9g3qw9pj75mb
Bird, MEX, fd64b483-737d-4d24-b886-9318e79b81d9, 34, 3841, No update data, 9g3qw9pj56k0
Bird, MEX, 591b6c75-8ece-4e50-8de8-73527e300cce, 89, 12324, No update data, 9g3qwb8t91ej
Bird, MEX, 1d2fc3b1-ddbd-40f4-8493-aa8264251f08, 46, 5530, No update data, 9g3qw9p5mkd0
Bird, MEX, 9e86acb6-f5d1-44ae-8f8b-279477d356ff, 40, 4582, No update data, 9g3qw9nze0jz
Bird, MEX, d4654c8c-687e-4930-a21d-535fc9ca53ff, 49, 6004, No update data, 9g3qwb8mqfw7
Bird, MEX, 6d995f38-dd44-43e4-9749-4050ad5ced37, 75, 10112, No update data, 9g3qwb8cv34r
Bird, MEX, 05ede81c-a1de-4e8e-8d5a-d4e01a44712f, 92, 12798, No update data, 9g3qw9numu5w
Bird, MEX, ceac0df8-96c4-4c17-a9d9-5d5e430cb0a2, 51, 6680, No update data, 9g3qw9q7yj3c
Bird, MEX, 9bcc481d-dd4a-4c63-b4eb-20f4bc931e53, 51, 6320, No update data, 9g3qw9q7q6su
Bird, MEX, 7b6f02a9-8dba-4286-a0cc-3ad50f4de51c, 39, 4676, No update data, 9g3qw9q7q41b
Bird, MEX, cdcec655-0ab8-4700-8475-99af23de31bc, 33, 3674, No update data, 9g3qw9q7jwwe
Bird, MEX, 01e03853-1150-42a2-8302-7b38a040343f, 49, 6346, No update data, 9g3qwdmw7zm6
Bird, MEX, eb23345e-aacc-4872-ae17-194bbf918338, 36, 4175, No update data, 9g3qw9ncjmgd
Bird, MEX, f327389c-87d4-46ae-a81f-571b49c65f07, 81, 11690, No update data, 9g3qw9q2ge6m
Bird, MEX, d3dfc390-6bb7-4163-80df-9c3509f466f0, 46, 5845, No update data, 9g3qwb8j0jq4
Bird, MEX, 9355eb0e-080b-425b-8a4b-feda07132d6a, 99, 14696, No update data, 9g3qw9nc6um8
Bird, MEX, 468190bc-7270-45d2-9698-ae028ed44bb9, 58, 7849, No update data, 9g3qwb88b8cm
Bird, MEX, 0fd32dbd-ceca-42c6-9deb-cb2d1aa0cba2, 22, 1837, No update data, 9g3qw9nr70ju
Bird, MEX, 2810e60a-1579-4da6-a865-74af8f3819eb, 87, 12692, No update data, 9g3qw9nm3gyh
Bird, MEX, eb9e568b-9f66-4332-9456-c36cec72d674, 29, 2844, No update data, 9g3qw8xrw11u
Bird, MEX, 96f3cee7-9626-42cd-881e-62999f62217d, 79, 11356, No update data, 9g3qwdthxk3d
Bird, MEX, d471f1f6-81e2-4400-b170-3098ee497090, 78, 11189, No update data, 9g3qw9tkyw9c
Bird, MEX, 1ece6ec2-6520-4a3f-aca7-41f80a08f66d, 61, 8350, No update data, 9g3qwdkbp39t
Bird, MEX, a238ee57-1896-45c8-acad-0821ab6b9590, 58, 7849, No update data, 9g3qw8xq4hkm
Bird, MEX, a11219e9-d697-47fc-84ff-2a1e5cd6e080, 45, 5678, No update data, 9g3qwdsfpbrv
Bird, MEX, 70ac5ae9-ebec-436c-911b-2659f921d2b2, 63, 8216, No update data, 9g3qwdhuv8n8
Bird, MEX, 07f4b64b-27f6-4170-8767-e0cb8772d479, 42, 5177, No update data, 9g3qw9v51uy0
Bird, MEX, 00f141be-d804-4fc0-93a5-2221a108f32b, 45, 5372, No update data, 9g3qw9mq56k0
Bird, MEX, 16da58e8-f8d0-4178-a358-320fbc6a7dd3, 53, 7014, No update data, 9g3qw8y9r39w
Bird, MEX, 0ea66435-f340-4411-bbdc-3e5132d8afbf, 35, 4008, No update data, 9g3qw9jtrm3t
Bird, MEX, a5f60c28-a7ec-408c-ab18-bd9fa3111ab9, 33, 3674, No update data, 9g3qw9sy5sf0
Bird, MEX, 47d680eb-b0b6-45a6-9dc0-d6cecc51f5c4, 85, 12358, No update data, 9g3qw8wen0yz
Bird, MEX, a581b80d-fc95-44f7-b7c9-b25aa793cade, 69, 9686, No update data, 9g3qw9jnh28w
Bird, MEX, 8fffb435-f066-488c-bd14-36e5ef84b106, 46, 5530, No update data, 9g3qwekcsu3f
Bird, MEX, fae241f7-bce2-472b-8bda-d0d15eea7f3a, 24, 2054, No update data, 9g3qwdk008wp
Bird, MEX, 2d4c8c63-f36b-4a18-9c97-1b476e009e55, 49, 6004, No update data, 9g3qw9s6ke7b
Bird, MEX, f47f7e6e-9348-4d4e-86e2-404c4db9fe21, 45, 5678, No update data, 9g3qweh3upd2
Bird, MEX, d965f9f8-1b4d-4842-9fad-9f54495334e7, 20, 1503, No update data, 9g3qw8w6k22w
Bird, MEX, 03508ed8-fe8f-4ffc-95b4-3890b15f4e9a, 82, 11218, No update data, 9g3qwetm9ucp
Bird, MEX, b5b947f4-a57c-4f56-ad10-89b84103270b, 90, 13193, No update data, 9g3qw9kjzudv
Bird, MEX, 9d765a81-dc27-41ff-bc7d-de61cf9904c0, 18, 1106, No update data, 9g3qw9gy8wc0
Bird, MEX, a255897e-104b-4c09-8dac-483a54dc5ecb, 25, 2338, No update data, 9g3qw9k34mxm
Bird, MEX, 6be45afa-0c71-4fcb-9886-2fb0034cb30c, 90, 13193, No update data, 9g3qw9k28d17
Bird, MEX, e2d9aa6c-4bed-4a3b-a845-c950e8118e8c, 40, 4843, No update data, 9g3qwd588k71
Bird, MEX, bcc88996-205b-41e7-9824-79dfe53c414f, 96, 14195, No update data, 9g3qwd5recv6
Bird, MEX, de273040-b291-4ec7-aa2e-76711113026a, 84, 12191, No update data, 9g3qwd5ru56q
Bird, MEX, 8e67663a-e604-4622-9865-2eb4b79403bc, 73, 10354, No update data, 9g3qwd5rep8z
Bird, MEX, 21b27e1c-75da-4f92-8f22-ededf17ed3d9, 48, 5846, No update data, 9g3qw95j5tr5
Bird, MEX, b30323e1-8826-4aca-bbf4-2dd04fdab50b, 75, 10688, No update data, 9g3qw8t0en8z
Bird, MEX, aebe559d-27d9-482c-b5c6-51eaf50c2b80, 63, 8216, No update data, 9g3qw8sbwy05
Bird, MEX, a28cdb1e-16e6-4e70-beb8-b625b228c575, 58, 7426, No update data, 9g3qwd6g4wmd
Bird, MEX, e5a54af2-b341-4721-a30f-ca14fc0cf05f, 55, 6952, No update data, 9g3qwdeky6hz
Bird, MEX, cf86ae30-e861-4458-b1de-cc6bf8c60939, 17, 948, No update data, 9g3qw94c97mf
Bird, MEX, 1948fc17-907c-4671-aba7-8aa48656e8e0, 39, 4424, No update data, 9g3qw94qu2we
Bird, MEX, 3279ea0c-1bca-4d23-986b-5d8191265e68, 58, 7849, No update data, 9g3qw964jmfp
Bird, MEX, b8b45eba-e60f-47ac-b5fa-cf5c5870641f, 61, 8350, No update data, 9g3qwde58hwh
Bird, MEX, eaf9464b-5a4e-4be0-8b57-d76f6f58ce44, 83, 12024, No update data, 9g3qwd3bsn6r
Bird, MEX, 5886d06b-2e2d-409f-9ff6-1d55733bbb37, 55, 7348, No update data, 9g3qwe5wzg6z
Bird, MEX, a7620459-fd46-4186-85f4-2ec82f686cb0, 52, 6847, No update data, 9g3qwe7tqeeh
Bird, MEX, 299d5b8d-f451-4fcc-bfca-7c4f9d2a6dba, 46, 5845, No update data, 9g3qwdcqepng
Bird, MEX, 1af04fdc-415d-4df2-971f-9ca2cc06a059, 29, 3006, No update data, 9g3qw88urrw6
Bird, MEX, ae71582e-3040-4766-9b45-35f8d2198639, 34, 3634, No update data, 9g3qwd8k57gg
Bird, MEX, 1df33f07-29d8-4c4c-a604-6a3654458847, 85, 12358, No update data, 9g3qw3rkdfdr
Bird, MEX, aed0913c-e51d-4327-b920-e792405e8282, 51, 6680, No update data, 9g3qw2zvh87s
Bird, MEX, 158108bd-6441-400a-b72f-a89a4936e16a, 48, 6179, No update data, 9g3qw843pqq2
Bird, MEX, db6959ab-4abd-43d4-a81c-42efc02f866e, 58, 7849, No update data, 9g3qw6xtcbbz
Bird, MEX, 384963f1-69a7-47ae-9b42-93136cd90969, 54, 6794, No update data, 9g3qw6r40yk6
Bird, MEX, 01e43b0c-7812-4e1f-ac50-f0324ce0b2a6, 44, 5511, No update data, 9g3qw6r42uhr
Bird, MEX, e0099997-118a-4b69-a715-5d8eaa7beef2, 40, 4843, No update data, 9g3qw6qcjwq6
Bird, MEX, d09c26d1-205d-46c0-9b0d-d7994c1d6d73, 30, 3173, No update data, 9g3qw6rh2yh7
Bird, MEX, d46a4cd4-807f-4e65-a7ae-6f6b473a1064, 70, 9322, No update data, 9g3qw6qchzcu
Bird, MEX, 4b1dabe4-2a04-402f-9815-1fa4f2b55995, 46, 5845, No update data, 9g3qw6qfsy3z
Bird, MEX, 474431e8-38ea-4b37-a8df-85e3403f3aea, 60, 7742, No update data, 9g3qw3qetdwr
Bird, MEX, fad213e3-b802-4a29-8c73-39784d97d945, 48, 6179, No update data, 9g3qw6xj66fr
Bird, MEX, 80117cf9-3e72-425b-9bd0-c8c01fc68abb, 60, 7742, No update data, 9g3qwef9qh9d
Bird, MEX, f5e74e6a-2cc8-4516-ab90-1c8b4d7e3d08, 36, 4175, No update data, 9g3qwef9w2sg
Bird, MEX, 6b8f8f5c-f8c1-4557-9989-b1a1890c9a82, 79, 10744, No update data, 9g3qweffdkxm
Bird, MEX, f3a42c5c-0d86-4299-a6f2-40a8f1b54743, 62, 8058, No update data, 9g3qqxcnmx20
Bird, MEX, 25e4529b-aad6-4b02-986f-372b3ec7bc46, 43, 5056, No update data, 9g3qw3mbs6qt
Bird, MEX, fe7602ca-9302-41e3-86a7-a17a218050d8, 56, 7110, No update data, 9g3qw2y0z77r
Bird, MEX, 0a964ec0-ac98-4d2c-a036-06972d662992, 54, 6794, No update data, 9g3qw3jmgyt0
Bird, MEX, 5c5b085a-9041-4ab0-8ba5-f1042ccf00d7, 49, 6004, No update data, 9g3qqx8fnxzc
Bird, MEX, ca20434d-2b8e-4d6f-84b9-a2a5a58a764c, 20, 1503, No update data, 9g3qw2nppkxw
Bird, MEX, e4ff00f4-a823-4d76-ab45-f0dd124c4d19, 22, 1837, No update data, 9g3qw3h3m4uy
Bird, MEX, 8d7171be-65d3-46ce-8609-c9489bd6f3cd, 72, 10187, No update data, 9g3qw7xpw8rc
Bird, MEX, ff8fdd03-8135-474a-bb7d-d2b8643353e4, 17, 948, No update data, 9g3qqrz06kf2
Bird, MEX, 1e370861-5523-4a57-b7a4-00d997b23ed4, 72, 10187, No update data, 9g3qw3h084jf
Bird, MEX, 5f4e74db-7d2f-4113-af58-7017550f325d, 48, 5846, No update data, 9g3qqrkt9nrk
Bird, MEX, 0680262b-162f-4fb0-9d22-fa4c554e7774, 43, 5344, No update data, 9g3qrjzrdhhv
Bird, MEX, a08d79a0-d4fb-4f17-9e65-97787134b732, 66, 9185, No update data, 9g3qrnpy0vm0
Bird, MEX, d22293ab-42c7-4092-a100-dedcd71980ad, 74, 10521, No update data, 9g3qrnrbyks6
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 93, 12956, No update data, 9g3qrmbjhzxx
Bird, MEX, e9354fd2-a623-4bbb-a7cb-56c4b0a47d00, 89, 12324, No update data, 9g3qrmbjms2u
Bird, MEX, 841d5948-7e1a-443f-b977-a9201d99a9ba, 81, 11060, No update data, 9g3qrmbhx17g
Bird, MEX, 97747c01-16ab-4dbe-b611-79a644f69472, 76, 10855, No update data, 9g3qrmb5kp4y
Bird, MEX, a966beb1-069f-49e5-87e2-52a02865e96d, 96, 14195, No update data, 9g3qrjzfr70u
Bird, MEX, aff522ac-3ae6-4e65-ae9a-fc0c1c09672b, 93, 13694, No update data, 9g3qrjzfr6x1
Bird, MEX, 761c3124-3809-4a40-825a-c3b49b9623f3, 83, 12024, No update data, 9g3qrjzfr3zj
Bird, MEX, 05e1e739-2621-441b-962b-677608860b68, 71, 10020, No update data, 9g3qrjzfr3r1
Bird, MEX, 43211337-c969-4e9d-b54a-dff15effb89c, 75, 10112, No update data, 9g3qrmbqhkq4
Bird, MEX, f8de6e77-5c83-423d-8431-aeb1563116b6, 21, 1670, No update data, 9g3qrjzfp2x4
Bird, MEX, a400cd1c-5554-49cf-82b2-f878087e964c, 51, 6320, No update data, 9g3qrnjvu8s2
Bird, MEX, 86ddee00-ec50-48c1-bb40-cfaf70d1e586, 51, 6680, No update data, 9g3qrq09pxkj
Bird, MEX, 82be34b9-85f7-4ead-9694-705579a09685, 66, 9185, No update data, 9g3qrmbww9fx
Bird, MEX, f315630e-cec3-4644-ae69-59f1686ab4d4, 43, 5344, No update data, 9g3qrnjxdc54
Bird, MEX, acf6f336-d742-49d2-87c4-bd0e21a8a8cb, 82, 11857, No update data, 9g3qrnjxf2cd
Bird, MEX, 33627566-f40e-414b-b575-2a989c7723d9, 15, 668, No update data, 9g3qrq0ux3bz
Bird, MEX, f9fb4f9d-5300-400c-a437-aff7f4d12c84, 100, 14863, No update data, 9g3qrjv9x6zj
Bird, MEX, 7538aa12-703a-4578-899d-f86bb2a513e2, 87, 12692, No update data, 9g3qrjx5cvnt
Bird, MEX, ec2bcd96-0308-4086-b91c-6aad42f8119a, 76, 10270, No update data, 9g3qrjv7z60f
Bird, MEX, 96678e98-67b8-4993-af23-d7368281a4db, 51, 6320, No update data, 9g3qrmb86mcy
Bird, MEX, f8506f72-db8b-4b79-bc7d-566865601c38, 82, 11857, No update data, 9g3qrjv7y84q
Bird, MEX, 4186012c-e4c9-4cec-aaf1-e7155a48197e, 61, 8350, No update data, 9g3qrq1h75qr
Bird, MEX, 9bbeb02b-9158-4e74-a772-952eab6ebbf0, 48, 6179, No update data, 9g3qrq2q1z2q
Bird, MEX, dd177231-cf26-4466-95bb-b9afa83787bb, 22, 1837, No update data, 9g3qrnjrczqe
Bird, MEX, 1295eb79-5176-448b-899e-7adcc1b8df45, 76, 10855, No update data, 9g3qrjx4g401
Bird, MEX, 0eb4fa27-15f6-49db-96da-3bc0469e95c6, 78, 10586, No update data, 9g3qrmbfq1zm
Bird, MEX, 6fae114b-780a-486d-bf1a-e70c95ec58e9, 83, 12024, No update data, 9g3qrmbfqbtt
Bird, MEX, a575fba4-a8fd-4919-a8fc-4f4d4f4480d1, 96, 13430, No update data, 9g3qrmchebsz
Bird, MEX, a06d3eb3-ca64-43fb-ab32-ea4534f47f86, 91, 13360, No update data, 9g3qrmch7ezb
Bird, MEX, 1273b424-9003-4371-ae3f-48ad0e9f65be, 85, 12358, No update data, 9g3qrmbfpq2z
Bird, MEX, beb08e32-cb85-4cc6-9956-1e371e68dba8, 30, 3173, No update data, 9g3qrm858pt6
Bird, MEX, 5469d5ca-01bc-4144-aa09-2682bb2e3b28, 83, 12024, No update data, 9g3qrq809pfj
Bird, MEX, e65681a4-e768-4538-bec4-cd4ab2e84cb6, 29, 3006, No update data, 9g3qrjxgxcdm
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 96, 13430, No update data, 9g3qrnmzm9tg
Bird, MEX, 464fbf87-e9e8-4333-8a87-bcc49404ce74, 57, 7682, No update data, 9g3qrq2tve8u
Bird, MEX, 02e10856-3b58-4929-861e-8e21cb208169, 74, 10521, No update data, 9g3qrm8zgrh9
Bird, MEX, 1fbe3ca8-8e51-4ed8-b9a5-a89b81798420, 88, 12859, No update data, 9g3qrm8zfbe0
Bird, MEX, 1e704e80-36b8-4cd0-83ae-d3f972442ff2, 83, 11376, No update data, 9g3qrnmzktsm
Bird, MEX, e6e76569-ff1b-4dbe-a9fc-a312045b2e33, 88, 12166, No update data, 9g3qrm8wxwsh
Bird, MEX, f4d067ac-344a-4541-95b5-d1bf116833ef, 89, 13026, No update data, 9g3qrm8zsjdy
Bird, MEX, ce0420fd-823a-4660-b0fa-7ef3d98ad7a0, 78, 10586, No update data, 9g3qrm8y84bt
Bird, MEX, 34e43031-a8b7-4a0b-9ece-7a8c9e3eff6a, 63, 8684, No update data, 9g3qrm8y87e9
Bird, MEX, 5d6b8abd-7745-4da4-af4d-27e66bed2133, 81, 11060, No update data, 9g3qrnhbxk0v
Bird, MEX, 1ff3cd17-af90-43b9-953c-da400b1a8294, 89, 13026, No update data, 9g3qrmc0b779
Bird, MEX, e8db8f59-70ca-45ef-88e2-e4d59b4bcff0, 91, 13360, No update data, 9g3qrq16hyc6
Bird, MEX, 97416225-82ba-4ca0-b7e4-8e1e5a01b91b, 92, 13527, No update data, 9g3qrq16hyc6
Bird, MEX, dada8b0c-27c3-4786-9554-b39b48f6c9ff, 93, 13694, No update data, 9g3qrmc0bewg
Bird, MEX, ecac7da8-902b-47a5-ac95-f2dffedd12d5, 93, 13694, No update data, 9g3qrm8tyrk7
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 81, 11690, No update data, 9g3qrm8wngjd
Bird, MEX, a59fbcd0-e6cd-4c9b-8f33-41ec6505ba25, 97, 13588, No update data, 9g3qrm8tvfsj
Bird, MEX, b1a8a411-6d3e-4ba5-911d-3761fea4776c, 93, 13694, No update data, 9g3qrmc112t6
Bird, MEX, b098a66f-57cd-41d1-8697-4e83e230cc0a, 92, 13527, No update data, 9g3qrm8tywdx
Bird, MEX, 27bfceb2-648b-4059-a9be-37d3b68d5b80, 92, 13527, No update data, 9g3qrm8y0n2x
Bird, MEX, d340e88d-946c-4d25-9f7b-14fbca488905, 97, 13588, No update data, 9g3qrmc0cz8m
Bird, MEX, 8b0f3c38-52a9-4d56-89c8-ab03c410f6d9, 89, 13026, No update data, 9g3qrq13vmpv
Bird, MEX, c2eb69af-1e89-4044-be2d-d88ef317dd3a, 64, 8851, No update data, 9g3qrmc08g5z
Bird, MEX, 21425b35-9f97-47bf-a9fe-44fc88eb46e5, 94, 13114, No update data, 9g3qrnw0b8wc
Bird, MEX, 953553fa-11b6-4c2a-8f0a-01f69842e572, 74, 10521, No update data, 9g3qrmc0cub7
Bird, MEX, 9d051e68-8e48-4474-aab9-f9f83a3fcb75, 94, 13861, No update data, 9g3qrm8twnxk
Bird, MEX, 4a6b8c91-3f88-4711-b0b8-9090f4415701, 98, 13746, No update data, 9g3qrq16m8jc
Bird, MEX, 8e5c6a30-a96d-428a-bcc7-eb1f40b728ff, 91, 13360, No update data, 9g3qrq16mtjb
Bird, MEX, 7c1c3656-025c-441e-b4ae-8f156b4f996d, 93, 13694, No update data, 9g3qrq16j8tg
Bird, MEX, 13ccd030-7527-4fc9-95a5-650597113683, 91, 12640, No update data, 9g3qrq16j8tg
Bird, MEX, 77e5da72-0acb-4640-b577-e8416c2b4890, 90, 13193, No update data, 9g3qrm8ttch1
Bird, MEX, 7f6ca25f-4431-43c0-afbe-55f6c819c345, 89, 13026, No update data, 9g3qrq16n190
Bird, MEX, 4d1ef2cb-310a-45af-9bb4-4c888cf64852, 91, 13360, No update data, 9g3qrq13yp35
Bird, MEX, f4eebed4-c0bf-45c5-a317-39147c38adda, 97, 13588, No update data, 9g3qrq13yj3p
Bird, MEX, 58dbbd23-4eec-4953-99db-6933198dbb41, 88, 12859, No update data, 9g3qrm8y00m2
Bird, MEX, 29afef7a-45d5-4136-81f3-9b0a8ed45b6c, 94, 13114, No update data, 9g3qrmc78xyu
Bird, MEX, 21685880-9ee2-4b73-b054-5224391883a3, 91, 12640, No update data, 9g3qrq16n1pr
Bird, MEX, d29cdf36-7d57-4238-b096-6ee26c453775, 92, 13527, No update data, 9g3qrq16n0r3
Bird, MEX, 1196e3f2-3c62-409d-a482-69acf8dcc575, 93, 13694, No update data, 9g3qrq16n7h6
Bird, MEX, b777a4a2-2110-4040-8f5b-836f5180ded9, 91, 13360, No update data, 9g3qrq16qquk
Bird, MEX, 945f8bd5-d1ea-4342-8411-43d4fb0b85d6, 92, 13527, No update data, 9g3qrq13y7k6
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 92, 12798, No update data, 9g3qrq13y3hk
Bird, MEX, da6c1af5-fc69-4da4-a009-9f4539394bfe, 87, 12692, No update data, 9g3qrm8txq2f
Bird, MEX, 4d7d8717-6adf-46d2-b21a-dc2221b77ec2, 92, 13527, No update data, 9g3qrq16ntdd
Bird, MEX, e3a2032c-2505-4521-a72b-7c0161a27946, 82, 11857, No update data, 9g3qrq13yw4e
Bird, MEX, ceb1efff-ba7a-4a41-a15d-4ef11e428aa2, 91, 13360, No update data, 9g3qrm8twcme
Bird, MEX, c7efa53c-99f6-4762-a1f0-ecced44d7b51, 88, 12859, No update data, 9g3qrm8tx1ev
Bird, MEX, e51e1f79-1059-4cd2-9e86-b6c990609460, 52, 6478, No update data, 9g3qrnhbsk3p
Bird, MEX, 3319172b-edcd-467a-b8e7-6d4ea6d3b82c, 49, 6004, No update data, 9g3qrjtr9vww
Bird, MEX, 24278085-2f43-4ded-9105-92d4bc3d8da6, 90, 13193, No update data, 9g3qrm8s7buz
Bird, MEX, 3b7143ca-2842-4ab8-b89b-a2cb950ce921, 47, 6012, No update data, 9g3qrnm129bt
Bird, MEX, 5ac5c88e-9da6-4668-ba03-c603d3650fd7, 89, 13026, No update data, 9g3qrq35tgs1
Bird, MEX, 1458c8d3-6f5c-44aa-835d-43e6899e7bfb, 93, 12956, No update data, 9g3qrmc0j34y
Bird, MEX, d4782adc-e155-4be2-a4e7-3a4460f29397, 36, 4175, No update data, 9g3qrjtscm0j
Bird, MEX, d4e1bb63-2ac8-40da-9baa-9ebfad92eae8, 55, 7348, No update data, 9g3qrm8ekf1q
Bird, MEX, decda4a9-41dd-44f3-b124-c317ac9a66a1, 80, 11523, No update data, 9g3qrjtcrq8f
Bird, MEX, 0852e47a-d223-4f81-b211-e9a111a10d74, 33, 3674, No update data, 9g3qrm8d1fy8
Bird, MEX, 9fb09c17-153f-4bd6-b3e3-e13690d0d213, 89, 13026, No update data, 9g3qrm8d5wc9
Bird, MEX, 82a3f6ab-c557-4a0c-bd3c-775835d7f577, 87, 12008, No update data, 9g3qrjqz0ht7
Bird, MEX, 4446693f-2397-4602-9e41-12a0524764f1, 87, 12692, No update data, 9g3qrm8d4ce0
Bird, MEX, f0a48277-3d61-41ba-aedb-8e0c575c0047, 71, 10020, No update data, 9g3qrjubr0ev
Bird, MEX, d6fa2153-459b-4d84-81bf-1b0f27f54f2a, 89, 13026, No update data, 9g3qrm89ghw3
Bird, MEX, 9f45314c-3ec8-40f5-a12a-479deadfc1e1, 34, 3841, No update data, 9g3qrnkf671t
Bird, MEX, 995c12eb-7b80-424f-bc94-0aa37143488a, 78, 10586, No update data, 9g3qrq1bbeyy
Bird, MEX, 9cbb5bc6-435e-475e-ae6b-c3c28a3fa722, 74, 9954, No update data, 9g3qrmcdgxpc
Bird, MEX, 50248ff3-e0cb-41ad-acc9-b5a760c0dcf6, 44, 5511, No update data, 9g3qrjqws16g
Bird, MEX, 02d8ddfb-a707-4fe9-86d0-7c6efa848b96, 87, 12692, No update data, 9g3qrm889t56
Bird, MEX, eda6d06f-1734-4f2d-a6d8-99345484b291, 91, 12640, No update data, 9g3qrm889vqs
Bird, MEX, 2e425cc5-f904-4182-8886-5ae4638a8d25, 91, 12640, No update data, 9g3qrm889g0r
Bird, MEX, 6822dd61-2af5-4c4a-92c2-f80b537a77ad, 87, 12692, No update data, 9g3qrm889fbm
Bird, MEX, 7d3cd100-1bdd-4617-8a0e-105648e25857, 56, 7515, No update data, 9g3qrjub39gm
Bird, MEX, 210b3d0c-accf-44ac-a370-7ce8b01d7315, 87, 12692, No update data, 9g3qrm889c03
Bird, MEX, e9a3625e-f6c2-4abe-b786-2f8055c68405, 93, 12956, No update data, 9g3qrm889b8r
Bird, MEX, e92f9955-c000-4696-8e8c-d7d85d184a8d, 90, 13193, No update data, 9g3qrm889cqe
Bird, MEX, 4a6bf1db-bb1f-4219-9a09-2b53812a989e, 89, 13026, No update data, 9g3qrm889bne
Bird, MEX, 52a17dc6-8be8-4801-9aa6-749374419580, 42, 4898, No update data, 9g3qrm886pkz
Bird, MEX, 2b51987c-cf58-437d-80f5-2b5edb4f8b61, 64, 8851, No update data, 9g3qrm88dcgp
Bird, MEX, 95306a0a-b7d7-447c-8e39-e688a0e085a0, 96, 13430, No update data, 9g3qrm883u2k
Bird, MEX, 94477dd0-27ca-4732-8087-10a703326761, 91, 13360, No update data, 9g3qrm883uww
