Bird, MEX, 0feea2ab-559e-4baf-acd1-07d7a343162f, 49, 6004, No update data, 9g3qx2krce5d
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 88, 12166, No update data, 9g3qrpyxhtk6
Bird, MEX, e8aeed4d-683e-4f07-aac9-8aa11327775a, 88, 12166, No update data, 9g3qrpywmsmy
Bird, MEX, 2fb01b85-c513-4f59-9543-4d4f99d95dc0, 100, 14863, No update data, 9g3qrpyg7rus
Bird, MEX, b5a8c5a1-be6a-4ac9-a3b3-b2f40f010d14, 84, 11534, No update data, 9g3qrrhe0xqy
Bird, MEX, e7f735cc-9d20-43dc-a863-5ba86879414a, 45, 5372, No update data, 9g3qrx2x31zq
Bird, MEX, 1ed11453-2cc0-42fc-bf83-b1634471d7a3, 40, 4582, No update data, 9g3qrx2x0zkp
Bird, MEX, a4c43537-678b-4778-b8e1-4b442a1241cb, 48, 6179, No update data, 9g3qrr30zdsp
Bird, MEX, 9baaa81c-908f-40e9-820c-f1209efec7d3, 98, 14529, No update data, 9g3qrpyg2s0s
Bird, MEX, 1acfaf02-8a82-4144-964c-c6c7bb75c29c, 75, 10112, No update data, 9g3qrx2x39es
Bird, MEX, 0da654ce-3512-4c14-95e0-aee9f42a40b4, 93, 12956, No update data, 9g3qrx2wcjf7
Bird, MEX, 71e32e6a-31bb-4767-b6b6-6d3f2f1d3954, 89, 13026, No update data, 9g3qrx2wcwg8
Bird, MEX, cf5a97c6-675d-45bf-8fee-7c3a4ec2a8fa, 89, 13026, No update data, 9g3qrx2wcgyz
Bird, MEX, 79c6d2c3-01b2-4c1a-a7cb-420d3b9f20d9, 88, 12859, No update data, 9g3qrx9khqy7
Bird, MEX, 742580fe-05a2-4755-adb7-16bee46309c9, 36, 4175, No update data, 9g3qrr29sgr8
Bird, MEX, a87c2eb5-b188-484d-b52c-080a9801ef36, 63, 8684, No update data, 9g3qrr260mee
Bird, MEX, 9379d512-181b-4a19-a27b-b3cfe0044d87, 62, 8517, No update data, 9g3qrr21z6xp
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 46, 5530, No update data, 9g3qrpvzn09j
Bird, MEX, 08a52c9e-f028-4629-b12d-949c4a1d1316, 81, 11690, No update data, 9g3qrpvw8x08
Bird, MEX, 64ee667e-9d69-47ae-946e-fcec8b70139a, 74, 9954, No update data, 9g3qx0m052h9
Bird, MEX, 1c1721cf-b582-4e33-9e73-4b374ed44798, 67, 9352, No update data, 9g3qx0m0g1y6
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 82, 11218, No update data, 9g3qrpv0wc8x
Bird, MEX, a966beb1-069f-49e5-87e2-52a02865e96d, 48, 6179, No update data, 9g3qrptq202m
Bird, MEX, 556034ac-99ff-4b96-af52-274066e38b71, 36, 4175, No update data, 9g3qx0h2m4s7
Bird, MEX, 39aaf8f7-f15e-4424-94a9-92ea0f38ed04, 67, 8848, No update data, 9g3qx0hq04t2
Bird, MEX, 44d5b4fc-2015-4715-b4dc-5c8ac9d4d9e5, 81, 11060, No update data, 9g3qx0hjx7qc
Bird, MEX, f9065346-2507-4c7c-b781-614af719345d, 80, 10902, No update data, 9g3qrpr38pvq
Bird, MEX, 323f85b1-a571-4ae7-98ea-b0855f61ba8b, 42, 4898, No update data, 9g3qrpr1x47g
Bird, MEX, dd7294ea-f2db-4dec-aa26-fd0ffc6ee3cb, 49, 6004, No update data, 9g3qrprf92mp
Bird, MEX, 5aeaec59-ac3d-4838-aadf-80b6f0f2f8ea, 15, 668, No update data, 9g3qx05467ce
Bird, MEX, d17fde28-42b1-475f-b2f1-858e305c198b, 78, 11189, No update data, 9g3qx04c6zgh
Bird, MEX, c65b65fc-92df-49ca-9c7d-4c246b8c7ae5, 100, 14863, No update data, 9g3qrr0x8hbd
Bird, MEX, 5f2aa131-2797-4a7f-9173-c8d35dbbc7c8, 100, 14863, No update data, 9g3qrr0rx6p1
Bird, MEX, 484f3b1e-c32c-4062-bbe2-db8b9c8f526e, 98, 13746, No update data, 9g3qrr0x81j7
Bird, MEX, cee02067-ee01-4d59-9e09-77c9a2f4b228, 55, 7348, No update data, 9g3qrpn7zbf5
Bird, MEX, 9b0f53ad-03a7-48d2-9a7a-2fd131e9d735, 45, 5372, No update data, 9g3qrpje3ser
Bird, MEX, 721b8c7f-ff3c-452d-b3c6-2e096c99796d, 40, 4843, No update data, 9g3qx044yprj
Bird, MEX, 0ec9dc95-9ff4-4312-808d-ac276d63ad49, 29, 3006, No update data, 9g3qx0g1s734
Bird, MEX, a68045f1-dff7-4ccd-b191-68a403c4e75e, 100, 14863, No update data, 9g3qrr0f9r02
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 96, 14195, No update data, 9g3qrnzpn0p2
Bird, MEX, 07864744-1d65-4676-98be-ced9d320cbf9, 98, 14529, No update data, 9g3qrr0f9d52
Bird, MEX, c6bd6ec9-6d0a-4820-abd2-44049fbc52bf, 100, 14863, No update data, 9g3qrr0fdk1y
Bird, MEX, 458e9181-5e93-4b48-a86f-222a9205a351, 100, 14863, No update data, 9g3qrnznvkdd
Bird, MEX, 4c42e1f6-67e1-4f39-a5fe-a6e9a54644d9, 100, 14863, No update data, 9g3qrnznv5uq
Bird, MEX, 06660c44-a0df-4380-a7da-9b5f4da0a13d, 100, 14863, No update data, 9g3qrnznv4sr
Bird, MEX, 3b88809f-f847-4ff1-9887-e5cd0bb0bb8c, 99, 14696, No update data, 9g3qrnyvf71c
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 99, 14696, No update data, 9g3qrnyvc445
Bird, MEX, f634b558-181e-4f19-ac1d-4bd2fccad0bf, 100, 14863, No update data, 9g3qrnyvdjub
Bird, MEX, dbd8b49f-1323-4e0c-83f7-d815dd905c20, 48, 5846, No update data, 9g3qrqbvyy0s
Bird, MEX, abc27593-68a4-4e27-8c21-41bc6ca6a774, 48, 6179, No update data, 9g3qx14vub95
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 61, 8350, No update data, 9g3qrnxzyz8w
Bird, MEX, e7ee2eaa-69e6-40ae-be29-101ab65530c0, 100, 14863, No update data, 9g3qrnxzyymw
Bird, MEX, ad4284dc-fb1c-4d33-8777-0b753558bf5b, 100, 14863, No update data, 9g3qrnxzzjeb
Bird, MEX, 43befaa1-ef90-40bd-8f20-1ccafdbf5b9e, 100, 14863, No update data, 9g3qrq8pb5bq
Bird, MEX, ff08c337-9388-4dfb-8432-ae067fe973a9, 65, 8532, No update data, 9g3qrqc463cy
Bird, MEX, 76bb6379-be84-41c2-9872-4be668735e2d, 62, 8058, No update data, 9g3qrntx5897
Bird, MEX, a30fd969-c7c3-4269-871b-5590e129d2af, 46, 5845, No update data, 9g3qrnubh391
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 62, 8058, No update data, 9g3qrnxygtxb
Bird, MEX, 689ba987-f81a-4bab-9b0d-6e4c421f9500, 40, 4843, No update data, 9g3qrr48dggk
Bird, MEX, 6e586d9b-62c6-40bb-af95-e7bbd0815fe7, 85, 11692, No update data, 9g3qrnsz7tzx
Bird, MEX, 9560c079-971c-46e2-898e-620a06c0541d, 88, 12166, No update data, 9g3qrnszm4s3
Bird, MEX, 7344be2b-e99c-4fa3-93b7-c8265e1e891b, 49, 6004, No update data, 9g3qrnszjusj
Bird, MEX, bc441176-b8c9-461e-89c0-8bb9e95fb999, 76, 10270, No update data, 9g3qrnwv387k
Bird, MEX, 9a54ef30-998f-40fc-84b7-0998dab3472d, 70, 9853, No update data, 9g3qrnxtnqs2
Bird, MEX, 8bdbd0e2-0f7c-4f0f-b230-1c1a0d92e30a, 46, 5845, No update data, 9g3qrqc9dxvj
Bird, MEX, ba9bae22-5a72-4c9a-b1e6-37afd85d1b18, 65, 8532, No update data, 9g3qrnsw1yyd
Bird, MEX, 8e6d1109-1285-4c63-a0b6-a52fc150bfb9, 48, 5846, No update data, 9g3qrq8tnhzq
Bird, MEX, e2f538ef-9afa-4f13-9dc5-34b53dc29f28, 60, 7742, No update data, 9g3qrq8vs6n0
Bird, MEX, 315f9ef0-a46e-498b-a6fc-4fbf49bcdd8f, 58, 7426, No update data, 9g3qx14num2b
Bird, MEX, a0e76f46-dfdf-455d-82f9-2a40a1c7c788, 63, 8216, No update data, 9g3qrqfsn4c1
Bird, MEX, ff253764-0512-44ba-84eb-299d2b6d5486, 83, 11376, No update data, 9g3qrq8u75uh
Bird, MEX, faf597e2-752f-4998-acd3-db6325af2359, 84, 11534, No update data, 9g3qx00j2xys
Bird, MEX, 9600e375-cc88-47e8-ae8a-0a709a12ad3c, 99, 13904, No update data, 9g3qrntcnkwb
Bird, MEX, a69a3d39-066b-4e85-8628-48f619700562, 100, 14062, No update data, 9g3qrntcnkwb
Bird, MEX, 74961551-21e9-4c18-93d9-31ac82bff70b, 100, 14062, No update data, 9g3qrntcnkwb
Bird, MEX, 078fb264-2a97-4f98-99dc-7d578bbdc81f, 100, 14863, No update data, 9g3qrntcnkwb
Bird, MEX, 6492a450-a57c-4680-942f-135592d8245a, 100, 14062, No update data, 9g3qrntcnkwb
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 100, 14062, No update data, 9g3qrntcnkwb
Bird, MEX, 9f7d996c-4dca-4242-b1b6-a3306298660d, 100, 14062, No update data, 9g3qrntcnkwb
Bird, MEX, a7bf7208-7e42-4478-906e-301696dd8089, 61, 7900, No update data, 9g3qwbpvypxp
Bird, MEX, 3f667088-6d81-49d1-b317-d606d0426fe8, 75, 10112, No update data, 9g3qwbpvsy3j
Bird, MEX, 50ac8be9-2411-4926-89a0-50b9e228b937, 62, 8058, No update data, 9g3qwbpv6pus
Bird, MEX, c21c34c1-2b6b-4aea-b8a6-9d799d99af38, 61, 8350, No update data, 9g3qrq978zeg
Bird, MEX, 1f48fb27-d30a-48c6-95ce-f2a7ca904108, 100, 14062, No update data, 9g3qrnmzx1ey
Bird, MEX, 0db7f291-2ffe-4fb7-9804-77ddea61835b, 100, 14863, No update data, 9g3qrnmzx07y
Bird, MEX, 841068f2-7d6b-4715-aa30-b5e553a7955b, 100, 14863, No update data, 9g3qrnmzx05u
Bird, MEX, 5726f868-b3c8-409a-b211-64bc3610326e, 100, 14062, No update data, 9g3qrnmzqquh
Bird, MEX, f0e5f4c7-959c-4b62-94d9-b2e71a7a09df, 99, 14696, No update data, 9g3qrnmzrmbz
Bird, MEX, ad234633-a41c-49e4-b0f1-48846117f67a, 79, 10744, No update data, 9g3qx8q3ky3f
Bird, MEX, 37a54d09-d18e-4531-849f-0be029544172, 61, 7900, No update data, 9g3qx8m0kucc
Bird, MEX, 35eb2182-aa4d-439b-a4b7-5ad9701b45d6, 69, 9164, No update data, 9g3qx8qq1rt8
Bird, MEX, e859a633-41fe-4c9c-ba0d-82a48343374a, 100, 14062, No update data, 9g3qx8sgc7tw
Bird, MEX, 3a8fd4fc-3575-4480-8230-d2a94bc9f98a, 75, 10688, No update data, 9g3qx8su702w
Bird, MEX, e61f7a71-df46-42ce-baeb-610678e607f6, 63, 8216, No update data, 9g3qrxwpy5qe
Bird, MEX, e46ba5c0-a820-4399-95b4-88b45baf5760, 82, 11857, No update data, 9g3qrxu1nw4z
Bird, MEX, a8a2be27-30e0-45ff-8067-95e9994e144c, 70, 9322, No update data, 9g3qx8snzvxd
Bird, MEX, b66a648e-5d22-4f93-a752-2bc0d6d9d6e0, 51, 6320, No update data, 9g3qrxmrkwee
Bird, MEX, 496b747b-453a-4d1e-9270-2f3ab4d58b05, 45, 5372, No update data, 9g3qrxmrky1b
Bird, MEX, 3d714eea-557e-4b43-baa4-3de82296e865, 34, 3841, No update data, 9g3qx8gdkzq9
Bird, MEX, e0058c2b-9a64-4040-aa2f-dbe27da01b0f, 62, 8517, No update data, 9g3qx8gu51yv
Bird, MEX, 222db67d-85c6-4598-9c4f-a86158168c80, 92, 12798, No update data, 9g3qrxktf66j
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 39, 4676, No update data, 9g3qrxkm2yk1
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 65, 8532, No update data, 9g3qrxkm2s1h
Bird, MEX, 72fc95ec-26be-44ab-93ff-d6376eaa50dd, 43, 5344, No update data, 9g3qx9hm2jmv
Bird, MEX, 35c99ecd-6a8c-4aad-bd24-63c438269baf, 47, 5688, No update data, 9g3qrx7e6ug8
Bird, MEX, ac81f291-d776-4565-8cb7-d063d1926edc, 90, 13193, No update data, 9g3qrx77ycy1
Bird, MEX, 230144db-cd18-492b-b0fa-61d76dc91f64, 88, 12859, No update data, 9g3qrx77xr34
Bird, MEX, dec5e1aa-115e-4647-bcc2-2a1af2c3a924, 61, 7900, No update data, 9g3qrx75qzy5
Bird, MEX, e12a38e4-64ac-4aba-816b-208c13cabe96, 83, 11376, No update data, 9g3qrxnh9n46
Bird, MEX, 606758a6-e90a-42b2-9c03-b0371be61eca, 70, 9322, No update data, 9g3qrxjhqpnr
Bird, MEX, e272d2e8-d92d-425e-9a8a-8736d5b6e92a, 39, 4424, No update data, 9g3qrxhg0ys1
Bird, MEX, b234a4fa-6a5d-4898-8142-f64bb59ea8cb, 64, 8374, No update data, 9g3qrxh70erj
Bird, MEX, 3472d7ed-245c-42d9-ad44-3313c6281c7e, 43, 5344, No update data, 9g3qrxj2z05p
Bird, MEX, 189ed189-fc8f-46c4-808f-9709c443d3dd, 94, 13861, No update data, 9g3qrx5f8sz4
Bird, MEX, 3cd2c859-ae09-41b5-94a3-eb19e02efdc6, 98, 13746, No update data, 9g3qrwvpebv1
Bird, MEX, ca2e0c38-8a25-406c-b88b-48a890636e2e, 25, 2338, No update data, 9g3qrx61u6qm
Bird, MEX, 7c0181d9-d157-4ceb-aea4-1e7064cc426e, 100, 14863, No update data, 9g3qx97tcjd7
Bird, MEX, 2a5bd37b-1e1d-462d-8c7c-dba54b528c9e, 100, 14863, No update data, 9g3qx97tbhjc
Bird, MEX, 67cf1280-6138-4c79-b089-5b6c69bb22fd, 100, 14863, No update data, 9g3qx97w1fqb
Bird, MEX, ba9af421-4d90-4a12-a5c2-163ee3d73230, 100, 14863, No update data, 9g3qx97qpn71
Bird, MEX, 932bf528-130e-423c-98cd-27fe8326feca, 100, 14863, No update data, 9g3qx97qrvz8
Bird, MEX, 9b2d7bb4-4629-4f3f-943a-1702ab8b73b7, 100, 14863, No update data, 9g3qx97qhkne
Bird, MEX, f4cd312d-b1ab-4ccc-840f-b064e4d82842, 89, 13026, No update data, 9g3qrx3bg1b3
Bird, MEX, 64d7f118-619e-4b8e-9e3d-39d081cfba8a, 78, 10586, No update data, 9g3qrx39hkyr
Bird, MEX, b99595bf-6379-435a-a133-5de00b63cc58, 69, 9164, No update data, 9g3qrx395k59
Bird, MEX, ab7258b9-fe00-4409-8b89-451ac83bc34e, 76, 10270, No update data, 9g3qrwug4cge
Bird, MEX, 4dd78b77-fb6c-4317-83df-4f8c4623ad5b, 71, 10020, No update data, 9g3qrwuh1rjs
Bird, MEX, 8185d0f9-7b12-4f6f-bd05-1ec799b10c79, 70, 9322, No update data, 9g3qrx32p8k6
Bird, MEX, 6401258a-7be3-42f6-86ab-0ce24a6d94f7, 47, 6012, No update data, 9g3qrx1fy9rz
Bird, MEX, 2297d707-8041-4c05-9411-a8e7c77160ab, 71, 9480, No update data, 9g3qrx425bm4
Bird, MEX, dcd0007a-a699-4801-bc6f-c9ed221dea7f, 93, 12956, No update data, 9g3qrwfpqwzv
Bird, MEX, 0f2ac9df-8c87-4205-94e0-e6f7edd661f2, 52, 6847, No update data, 9g3qx9spqvnh
Bird, MEX, 1e05a852-5d85-478f-9947-259933833bdd, 83, 12024, No update data, 9g3qx9d3y4c3
Bird, MEX, e27c5c6b-8144-47c6-9e1d-693410ec84f5, 56, 7110, No update data, 9g3qrwu06m41
Bird, MEX, 3986f8c5-9850-4c8a-a93f-cd1449da2d35, 69, 9164, No update data, 9g3qrwtk97m8
Bird, MEX, 4635bcf0-340e-45aa-a6b3-4d594c9cc33c, 75, 10112, No update data, 9g3qrwg0f3pj
Bird, MEX, c8414d54-6fcb-4519-a711-f49554876e7f, 57, 7268, No update data, 9g3qrx0fwpcm
Bird, MEX, 6941708a-5e9c-4bac-b688-0f6216815c2d, 84, 11534, No update data, 9g3qrwshv4ku
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 54, 7181, No update data, 9g3qrx0g50n8
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 64, 8851, No update data, 9g3qrweuv7gn
Bird, MEX, 5d7befa3-d142-45c5-af1f-ea817fded616, 65, 9018, No update data, 9g3qxc8zdtjx
Bird, MEX, 37e7f309-bfd3-44ac-97b4-16ed8b455d2e, 76, 10855, No update data, 9g3qx9fbx79j
Bird, MEX, f078b50a-da9b-4d68-abf5-547d814f2555, 46, 5530, No update data, 9g3qrwcq7g80
Bird, MEX, b6c6c80b-02ce-49b8-904f-558b8df47b8e, 52, 6847, No update data, 9g3qrx0q0k5c
Bird, MEX, 9548354a-a62d-4d03-bde8-be2bc835ef9e, 34, 3841, No update data, 9g3qrx0npure
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 87, 12008, No update data, 9g3qrwcns32h
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 90, 12482, No update data, 9g3qrwcnk3n2
Bird, MEX, 160d93d4-0248-44fa-8c0d-8cec26dd5732, 80, 11523, No update data, 9g3qrwcjujg6
Bird, MEX, ab246f26-5f73-4dc9-8f18-42c839e243a2, 75, 10688, No update data, 9g3qrwcj84md
Bird, MEX, d8baed10-c794-4ad8-810d-0f52e237c43a, 97, 13588, No update data, 9g3qrwcj2s2v
Bird, MEX, 05e1e739-2621-441b-962b-677608860b68, 89, 13026, No update data, 9g3qrwcj0x0u
Bird, MEX, 6115e0fb-04e5-4977-9aaf-8a350785aa39, 89, 13026, No update data, 9g3qrwbvpkzr
Bird, MEX, e19ad9cd-d8a9-4613-9620-f3816d6edf34, 88, 12859, No update data, 9g3qrwc1qxpz
Bird, MEX, e7cf59b0-768c-49b6-8032-098c1a643c82, 87, 12692, No update data, 9g3qrwc1qdzg
Bird, MEX, f98451f5-f199-443f-bc51-697564666377, 92, 9558, No update data, 9g3qrwc1pp6y
Bird, MEX, af29da6c-8239-4831-b6da-7bacf0bd466c, 72, 10187, No update data, 9g3qrwc1q9rf
Bird, MEX, be5260d2-e509-402a-a7bd-416f4f14822c, 71, 10020, No update data, 9g3qrwc1q9pb
Bird, MEX, 1ef274d4-8a36-4fac-ba02-17bb35defcbd, 48, 5846, No update data, 9g3qx9gn3147
Bird, MEX, aac9b321-e6da-4953-9f2d-80a40594d73f, 82, 11218, No update data, 9g3qrw9rbbs1
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 73, 9796, No update data, 9g3qrwd6fjeb
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 81, 11060, No update data, 9g3qrwd6f8t3
Bird, MEX, 602f512f-30a2-4dd8-bf9a-80f233f1967e, 88, 12166, No update data, 9g3qrwd6cd7u
Bird, MEX, 8fbc0c71-457a-4b65-8924-e09ec3212da8, 91, 13360, No update data, 9g3qrw9np3z7
Bird, MEX, 597163a8-d30a-4c8e-8fde-3ff4d5e185ea, 97, 13588, No update data, 9g3qrw9m8s8b
Bird, MEX, 3446f1d1-d654-4e2a-bc9e-e941482345ab, 70, 9322, No update data, 9g3qrw9m8s0y
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 98, 13746, No update data, 9g3qrwbhmc50
Bird, MEX, 46ad615d-05fa-4dd0-8d4a-7955559a67bf, 100, 14062, No update data, 9g3qrwbhjye0
Bird, MEX, 9f1b4fd5-a49e-46c1-815f-94ec9f445bdf, 99, 13904, No update data, 9g3qrwbhjrzb
Bird, MEX, 71c049ec-d3df-4304-8adb-2a94f1d1b700, 98, 14529, No update data, 9g3qrwbhjfg1
Bird, MEX, be8b5be9-91fe-4ed7-b77a-96608c16dd4c, 100, 10502, No update data, 9g3qrwbhjjkc
Bird, MEX, 369150b9-875a-4b41-9945-be1a4ea4a5a1, 98, 13746, No update data, 9g3qrw9jhzzb
Bird, MEX, 753e96db-aced-4ad2-928d-aeaf64be46da, 93, 12956, No update data, 9g3qrw9jhr0h
Bird, MEX, 20bf3262-c125-4422-9371-de78ac855393, 42, 4898, No update data, 9g3qrqzuq4zs
Bird, MEX, 5f794cdb-0ecc-4c78-bdf1-3db4019777c1, 72, 9638, No update data, 9g3qrqzgyxrs
Bird, MEX, 734e9d69-81d7-4e7d-a1ab-d66a4f242dd2, 73, 9796, No update data, 9g3qrw9buc1t
Bird, MEX, 594d9dc4-063e-4def-a71d-92766fc410e0, 52, 6847, No update data, 9g3qxcffm26p
Bird, MEX, 74bb55d1-4689-46e4-8f48-bdebe5b327df, 47, 6012, No update data, 9g3qxcffp5g6
Bird, MEX, 3f258e8a-f3d3-40f0-9324-aeeb74939f76, 56, 7110, No update data, 9g3qrwjmfv7x
Bird, MEX, 7afe5164-67f4-41c5-b018-77c355f53d83, 20, 1422, No update data, 9g3qxdm1bd1n
Bird, MEX, c5956a6a-cf33-4a50-9805-a815fd46f063, 53, 7014, No update data, 9g3qxdm7q4yx
Bird, MEX, f9937a84-5abe-46da-ae2a-bfe856dfa576, 45, 5372, No update data, 9g3qrqygzc4m
Bird, MEX, 7992870b-7d0e-4c84-9dff-2165cf57e83d, 85, 12358, No update data, 9g3qrqygpjs5
Bird, MEX, cbd5ab7a-58be-466e-a2b7-5375321faf13, 87, 12692, No update data, 9g3qrqyfybvg
Bird, MEX, 28647e37-d8b8-4ea0-8f2c-50fee617aa32, 56, 7110, No update data, 9g3qrqyfvsw4
Bird, MEX, 47e8d12b-16e6-4a47-926c-3329c614ed09, 71, 10020, No update data, 9g3qxf4fqby3
Bird, MEX, 8d5448c7-33a4-43a6-b65e-01895143af3d, 70, 9853, No update data, 9g3qxdqq32jw
Bird, MEX, 8513c904-7506-4e3c-8b1a-8c167159b882, 76, 10270, No update data, 9g3qxf5495p9
Bird, MEX, 994c22a8-d033-4eb2-85a9-f5d3d7dbc874, 69, 9686, No update data, 9g3qxf54d0k0
Bird, MEX, 68d70897-e54f-4af7-860a-c62401f912d7, 87, 12008, No update data, 9g3qrqx740gv
Bird, MEX, 1aa8422d-8595-4534-8767-6ec78641cee9, 93, 12956, No update data, 9g3qrqryw596
Bird, MEX, 87b9c3b0-a975-409e-a12b-e843b308fd1d, 76, 10270, No update data, 9g3qxf57b1w4
Bird, MEX, b57c47ad-900a-433a-af0d-05ebde175d44, 96, 13430, No update data, 9g3qrqrym9q1
Bird, MEX, 378a68f0-599e-4643-9059-93e5fcc65284, 84, 11534, No update data, 9g3qrqrvzpup
Bird, MEX, 4e1e88c1-1417-42d6-a3ce-dbde7a39206b, 58, 7426, No update data, 9g3qrqrtu32n
Bird, MEX, ddfd1500-a3ec-4afa-9259-b06911384a81, 72, 9638, No update data, 9g3qxf5svbgw
Bird, MEX, 84dab8f1-aced-471b-9e86-1e7fe8556e52, 76, 10270, No update data, 9g3qxf69uycg
Bird, MEX, 1648cf2d-2f4c-49c7-8a64-5f5e572faf75, 54, 6794, No update data, 9g3qrqvkvjs8
Bird, MEX, b43aea94-7c7c-470b-99ba-27165da374d6, 48, 5846, No update data, 9g3qrtvdn3s8
Bird, MEX, a428cc78-03e0-4042-8a04-bdbbad47328e, 49, 6004, No update data, 9g3qxf74uwge
Bird, MEX, 0a748e43-f675-4545-aaa4-ca033b07fb96, 52, 6847, No update data, 9g3qxf755xzh
Bird, MEX, 1828fb62-0554-4cfe-8191-f08e36dc7ccd, 56, 7515, No update data, 9g3qrw0kxbz8
Bird, MEX, db564f5e-57e2-4180-b5f3-ea41248df890, 47, 5688, No update data, 9g3qrqtxet1s
Bird, MEX, 5ed8908e-5220-4612-83ba-afb22edb5a96, 70, 9853, No update data, 9g3qxcw8pgxb
Bird, MEX, 49449c9b-acf0-4c6d-b59e-f5230b3ba5d2, 51, 6320, No update data, 9g3qxf75krnb
Bird, MEX, 819f6e16-65d2-4171-9d5b-1c8c7e48b284, 48, 6179, No update data, 9g3qxcw9nfyk
Bird, MEX, fd44e215-fff4-4950-a406-d2079809c16a, 52, 6847, No update data, 9g3qrqpymze0
Bird, MEX, 1c9810a8-c9f8-45fb-937f-37d3b390a99f, 46, 5845, No update data, 9g3qxcwc1598
Bird, MEX, b6b10517-3a42-4ecc-8711-33726c4f0390, 46, 5530, No update data, 9g3qrqpy7vj0
Bird, MEX, 9d2ffdcb-3cee-4420-a7ef-a5bbd825f516, 72, 9638, No update data, 9g3qrqqgtjkt
Bird, MEX, 4d3a0746-3611-4bc7-874d-b82786bc8fad, 61, 7900, No update data, 9g3qrw0c5zmj
Bird, MEX, 4cb9a1e3-b7ef-43ff-99da-2d49006788ee, 53, 7014, No update data, 9g3qrqw0e9xy
Bird, MEX, d1abc2bb-db1c-4a3f-8a59-99b54b40f70e, 49, 6004, No update data, 9g3qxcx0e9pm
Bird, MEX, dce6ea69-aadb-46de-a69f-058ba432f02b, 65, 8532, No update data, 9g3qxfk1gd4n
Bird, MEX, 478d9fd1-60bf-4f1b-ab60-7ee0a2bb5835, 49, 6004, No update data, 9g3qxcx0p2nd
Bird, MEX, d2afeceb-9d3c-4863-83d2-165f9685c9fa, 71, 10020, No update data, 9g3qrqpdyqkt
Bird, MEX, 1edf68d5-b730-48b5-b90a-f83781606aa4, 62, 8517, No update data, 9g3qrqup73ek
Bird, MEX, 9addfaad-3210-42cc-95ef-73fdc32e64fa, 71, 9480, No update data, 9g3qrqup5hqe
Bird, MEX, e3cd7b3e-be1d-4089-b94b-37c503fa50e3, 61, 7900, No update data, 9g3qxcx893jv
Bird, MEX, 25961c1b-5404-4b1a-aeba-bb6b90080ad3, 49, 6346, No update data, 9g3qrqnwz5un
Bird, MEX, ab8c7e44-2928-4d56-ab5b-6fc992b73e6e, 81, 11060, No update data, 9g3qrqp78s0v
Bird, MEX, 1baecf85-2ff6-4530-b33f-81acb92fac14, 26, 2370, No update data, 9g3qxcymvmfj
Bird, MEX, 6e08ff6e-9bd6-42f1-945f-edc0047d59a1, 81, 11690, No update data, 9g3qrqmw9zyv
Bird, MEX, 02755b7e-87d1-4aa3-83fd-353d97accc37, 52, 6478, No update data, 9g3qrtte61s5
Bird, MEX, 6be38835-823f-461d-b83a-3ec11c8907ca, 63, 8216, No update data, 9g3qrtte0sp2
Bird, MEX, b603ba29-ba74-4eec-b5d5-68de183575b7, 75, 10112, No update data, 9g3qxcyqnpnz
Bird, MEX, a23ae9db-2dd5-41b8-86e5-3a8320d5c3e5, 61, 8350, No update data, 9g3qrqgyyszs
Bird, MEX, 32a7cbde-2ca1-4d5c-b92e-e65e4a179dc7, 70, 9322, No update data, 9g3qrqnw3yqb
Bird, MEX, e05f9038-2de3-4039-a73b-8175719349bc, 85, 11692, No update data, 9g3qrqp4gz01
Bird, MEX, c25677bf-c6ea-4aa3-80ce-d4cc210ea6a3, 70, 9322, No update data, 9g3qrqsqurqk
Bird, MEX, 0c389474-6479-4a7a-b421-35c3ec109e67, 71, 10020, No update data, 9g3qrqgygnqw
Bird, MEX, 21e2366b-4780-4811-abb2-65ca93ab240a, 78, 10586, No update data, 9g3qrqs39y2e
Bird, MEX, 73bcc951-760e-43f8-b0e2-63cdc2485376, 91, 12640, No update data, 9g3qrqkpz3pj
Bird, MEX, 2c8195ca-a0ce-4b76-8ab4-5fe4c4ee28d9, 49, 6346, No update data, 9g3qrqhzymu3
