Bird, MEX, 3e4869b5-6529-4ecc-9767-47a704b19052, 79, 11356, No update data, 9g3qwdpqc5z8
Bird, MEX, e7837dd8-311d-4ec1-b16d-730bebaff1c4, 71, 10020, No update data, 9g3qwdpr116g
Bird, MEX, 40f8fc92-f6e0-4198-a090-17477bd38eac, 85, 12358, No update data, 9g3qw9qt2dq6
Bird, MEX, 7156ded4-e3f5-443d-8556-431c60a8c1ca, 74, 10521, No update data, 9g3qw9r0b2gj
Bird, MEX, a98d903b-015a-4c2e-9a0e-5bdeabe3ae1a, 65, 9018, No update data, 9g3qw9qbpher
Bird, MEX, 2c79c246-57ee-4cfd-8b48-325f523aad00, 55, 6952, No update data, 9g3qw9wn8wnk
Bird, MEX, 23eed705-6d97-4ace-800c-c259490e9eb7, 53, 6636, No update data, 9g3qw9wnb2gn
Bird, MEX, 31d34a26-888f-4d45-83e3-a9cbde4d1569, 81, 11060, No update data, 9g3qw9q7yuq7
Bird, MEX, 5875cbd8-8c9e-412b-9d0b-5d09dbaac55a, 52, 6478, No update data, 9g3qw9psq2mn
Bird, MEX, a8499a9a-7d1a-4fab-9e56-6c219583123c, 83, 12024, No update data, 9g3qw9pskmmt
Bird, MEX, a383ca11-64e5-4088-85a1-d0c94142cfaf, 88, 12859, No update data, 9g3qw9psjpt2
Bird, MEX, b724b673-c667-4136-a098-45f43de3ed57, 91, 13360, No update data, 9g3qw9qb5bj6
Bird, MEX, 8f03fbd4-67ac-431c-98c6-872960979512, 90, 13193, No update data, 9g3qw9nzu7mt
Bird, MEX, 503f31a4-8d81-4178-88b5-4f487a2bb919, 39, 4424, No update data, 9g3qw9q7txnd
Bird, MEX, 3bc4be11-d85a-428e-ba9e-d34a21936fd5, 35, 4008, No update data, 9g3qw9nzg2uj
Bird, MEX, 5510831d-1709-49e9-8cf6-f7180138e935, 65, 9018, No update data, 9g3qw9nzetpn
Bird, MEX, 240593ab-8a01-4a52-b4c4-71de24067e4b, 66, 9185, No update data, 9g3qw9pjv90r
Bird, MEX, 11676849-fa45-46d7-b9c6-00b7af2a96f8, 72, 10187, No update data, 9g3qwc04sbpp
Bird, MEX, 5c9ba0e7-f178-4b5f-a487-dc871ecd8f95, 69, 9686, No update data, 9g3qw9nz7wfr
Bird, MEX, e88408cf-0c23-46ac-8c0a-dc57c48db5f9, 81, 11690, No update data, 9g3qw9qnn0qu
Bird, MEX, 4d5bcbbb-34c6-4efd-8f41-60208765087f, 48, 5846, No update data, 9g3qwc09ynyf
Bird, MEX, 2852c70a-45bf-4dd9-9b02-5c6949e10c99, 83, 11376, No update data, 9g3qw9pjsud4
Bird, MEX, d05382fc-1c3e-4095-b8cb-dd745cbab617, 72, 10187, No update data, 9g3qwdn0g6hn
Bird, MEX, d3176c5f-e62e-4b30-95c1-ce7968b9e52f, 75, 10112, No update data, 9g3qw9pe76un
Bird, MEX, 2bdaf6c5-2def-4ebd-9e3d-1bf08b218c65, 72, 10187, No update data, 9g3qw9pf6xm9
Bird, MEX, f3d26624-11a9-4dae-88c8-3262fc0f0d69, 81, 11690, No update data, 9g3qw9ny6evs
Bird, MEX, 5dfdd2c9-21a2-4187-887d-f59f460d0421, 80, 11523, No update data, 9g3qwc10kh6x
Bird, MEX, c6ba6438-5bc7-4216-a6af-a252c910f34e, 25, 2212, No update data, 9g3qw9p5pgpv
Bird, MEX, d27e740e-f35b-4d04-b18a-6a9464f7f385, 64, 8851, No update data, 9g3qw9nx0xy7
Bird, MEX, e00077c7-e995-4ae6-a365-9ad2b6c3a172, 74, 10521, No update data, 9g3qw9nrhdgg
Bird, MEX, 2604aa07-f3ee-49bc-8a38-d69f285f884c, 72, 10187, No update data, 9g3qw9ngguj3
Bird, MEX, 3b1c95d0-8d40-4b73-8f2d-8369eb2b0d10, 90, 12482, No update data, 9g3qw9nggcv7
Bird, MEX, dcf94f26-5b70-456a-9ca9-ac326ac84347, 36, 4175, No update data, 9g3qw9nggh2g
Bird, MEX, e52dc642-5d58-4120-b47a-9861ccd1a3b8, 51, 6680, No update data, 9g3qwdqdwubj
Bird, MEX, 3e25b10e-3345-4db5-9ece-19648153d591, 16, 790, No update data, 9g3qw9tqyd1y
Bird, MEX, 609e8384-8e02-4544-837d-c665b3e61f61, 64, 8851, No update data, 9g3qw9nemz79
Bird, MEX, 3bf172d1-0a95-4f2d-abc3-d869b8dcae3b, 47, 5688, No update data, 9g3qw9mwfr4k
Bird, MEX, 8104c4a1-a00c-4fdb-8bdd-83c505add133, 48, 6179, No update data, 9g3qw9tkhz9c
Bird, MEX, 03f0effc-3b13-4246-ab6e-b3e67a43fe73, 54, 7181, No update data, 9g3qw9tkhtgz
Bird, MEX, 67157ac8-da82-4e6d-ac5e-c3c512d214b6, 94, 13861, No update data, 9g3qwbcj5hmv
Bird, MEX, 25fbe969-bf09-4f66-8ccf-1a6427c3d222, 33, 3674, No update data, 9g3qwbchvmfk
Bird, MEX, 082ebf62-f600-4120-8330-a4e13275997c, 72, 9638, No update data, 9g3qwbchvm62
Bird, MEX, 94f89ac5-45eb-4f12-a4ba-03856d8ca08d, 61, 8350, No update data, 9g3qwbbu9z35
Bird, MEX, c8d0fb22-0f6f-4483-870e-43bbeafa0b1f, 69, 9164, No update data, 9g3qwbchtx8m
Bird, MEX, caf7b0d4-9755-41eb-9119-766b1d0b12d7, 44, 5214, No update data, 9g3qwbchtxj3
Bird, MEX, a2f8a942-0dc2-4f47-b244-b89f2dbf4755, 47, 6012, No update data, 9g3qw9mb1pd9
Bird, MEX, 7cd247c0-ce8c-4b76-9910-109b5a42a8b3, 62, 8517, No update data, 9g3qwf9d66cr
Bird, MEX, 6093caa0-6f73-4484-b0fd-3ada6e14c4cf, 60, 7742, No update data, 9g3qwdqwjtww
Bird, MEX, 9beb54f6-e5e4-4cc4-a3ef-381bcc3c9e19, 67, 8848, No update data, 9g3qw9nhdrp6
Bird, MEX, cc5c8e17-971b-442b-92d9-8e135997cfd0, 35, 4008, No update data, 9g3qw9nhf1s3
Bird, MEX, d53cdc1f-f9ab-4f42-bb0d-11e77ed265e4, 79, 10744, No update data, 9g3qw9mpyc20
Bird, MEX, a159c76f-e44b-4b58-ab54-dbab8db68e84, 94, 13114, No update data, 9g3qw9jy9pdw
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 46, 5845, No update data, 9g3qwf87z55k
Bird, MEX, 083453a3-d412-4620-8e34-9ea6e35d4bd6, 57, 7682, No update data, 9g3qwf85uxeb
Bird, MEX, 303a8d18-e8a5-4905-b8a7-da838d4b202b, 57, 7682, No update data, 9g3qwbb4sp67
Bird, MEX, 892f5a04-8085-418c-81f6-8d490bb8b9c2, 56, 7515, No update data, 9g3qwbb4dkr8
Bird, MEX, 77268213-deb2-4e30-97c9-44fc8f30a580, 21, 1670, No update data, 9g3qw9jsu87c
Bird, MEX, ee09ef0e-723f-431c-830c-fb46ea253a64, 43, 5344, No update data, 9g3qw9kyvm61
Bird, MEX, 201151b2-67d1-40ac-b61b-c1ef817721e0, 83, 12024, No update data, 9g3qw9jrcv94
Bird, MEX, b83bebdb-5416-428d-bb8e-81a9c02c3655, 80, 11523, No update data, 9g3qw9jrc44t
Bird, MEX, 618a964d-c267-428a-80b2-917627bae44e, 19, 1336, No update data, 9g3qw9ku4hsp
Bird, MEX, d0bc1d82-1ec4-4d6a-88c0-bd1a40a31ad1, 40, 4582, No update data, 9g3qw9sd03eh
Bird, MEX, e465f997-20b6-40ba-be60-31f321f0fd7d, 43, 5344, No update data, 9g3qwdhzycyk
Bird, MEX, 8fd4e639-891e-47fd-b826-1c4deda24858, 39, 4676, No update data, 9g3qw8y55jtv
Bird, MEX, 8cccb9a9-ad66-419a-92ff-39664de9b115, 43, 5344, No update data, 9g3qw8y55963
Bird, MEX, c15baedd-74a8-43cf-9268-93c29b81e40a, 71, 10020, No update data, 9g3qw8xqhsez
Bird, MEX, 7edb39ba-7fb8-4a79-b8ec-7efdf8de6ea7, 61, 8350, No update data, 9g3qw8xq5wr2
Bird, MEX, 7f89b5e0-a7f5-4b1e-92dc-37463f8d0b2d, 64, 8851, No update data, 9g3qw8y4drp3
Bird, MEX, 21df8c8c-b63b-4ef2-b7c0-37822977782d, 100, 14062, No update data, 9g3qw9hgbtck
Bird, MEX, 858c8c65-bd75-4757-b743-65eaf262bab4, 97, 13588, No update data, 9g3qw9hsp3wk
Bird, MEX, 06ba496c-2f81-4147-832c-c026faf1b96e, 54, 7181, No update data, 9g3qw9hfk06q
Bird, MEX, 95257ab4-d2e1-49a3-93d6-1f0c9967c318, 45, 5372, No update data, 9g3qw9hemf58
Bird, MEX, 9a566b27-e31e-4ed6-9097-b9812b0678f3, 80, 11523, No update data, 9g3qw8ve9sfu
Bird, MEX, baa96f39-605f-4674-ab8a-f2d05cc3021e, 79, 11356, No update data, 9g3qw97zu1f7
Bird, MEX, b9f406b4-03d8-4a54-8348-7c44f870c8ba, 92, 13527, No update data, 9g3qw97zeftr
Bird, MEX, b9181afa-6101-4ae8-a905-c117afb81035, 90, 13193, No update data, 9g3qw97z7vv2
Bird, MEX, c73e8709-e74f-41a9-b6a7-fcdeeaf67de2, 91, 13360, No update data, 9g3qw97zew4h
Bird, MEX, 237f3063-ae83-4732-8a61-ac730be8ff65, 47, 5688, No update data, 9g3qw9gy3bc1
Bird, MEX, 1653c2c7-0b24-454d-9713-89d1383988ea, 46, 5530, No update data, 9g3qw8wsxrwt
Bird, MEX, c532dd7d-b885-4063-9a74-e2248b973b1e, 76, 10855, No update data, 9g3qw9gyb5qn
Bird, MEX, afeaf410-e3a5-4bb7-a535-44d458da57d1, 87, 12692, No update data, 9g3qw9gwxdkt
Bird, MEX, bf6a8092-c723-433f-b57e-ef629951d70d, 49, 6004, No update data, 9g3qw8v2yynq
Bird, MEX, 54edb8ca-e4d1-49aa-a370-2ecc570c1aa2, 91, 13360, No update data, 9g3qw97spgfc
Bird, MEX, 5b1f534f-f8b9-4057-80e5-0e2e5b98989b, 24, 2171, No update data, 9g3qw8wep9kc
Bird, MEX, e996b990-b00b-4a5d-965f-37f210a85ebd, 98, 13746, No update data, 9g3qw8wenjcy
Bird, MEX, ba9af421-4d90-4a12-a5c2-163ee3d73230, 75, 10688, No update data, 9g3qwd5zjxwd
Bird, MEX, 4c1a365c-7fc8-4f7e-bf2c-53dd89b5a511, 93, 13694, No update data, 9g3qw97sp2n6
Bird, MEX, dd6cc0ae-ba87-40d5-a6b6-7d51e69e4e11, 80, 11523, No update data, 9g3qw9gxg0nb
Bird, MEX, f984be1e-7510-44b4-afc9-70a671a8cc99, 98, 13746, No update data, 9g3qw8wdyrsz
Bird, MEX, a18a1ba0-e569-49fe-934f-f7eb73e1253c, 88, 12859, No update data, 9g3qw97xcktv
Bird, MEX, c7347c86-5bb4-4229-8a48-61fbb547a686, 17, 1002, No update data, 9g3qwd5zed4h
Bird, MEX, c7be0961-6581-4ef0-be95-fb7e46d4d71d, 60, 7742, No update data, 9g3qwb2yucd0
Bird, MEX, 1b0993b4-50a1-4268-b662-9c09e0e4cb98, 58, 7849, No update data, 9g3qwdsd3uw1
Bird, MEX, 75856d1b-80cd-44cb-b411-a9f2613e3b8b, 53, 7014, No update data, 9g3qwdsdgkey
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 98, 13746, No update data, 9g3qw8tqqcqk
Bird, MEX, dfa1cab5-5ca6-449c-a595-00d280ef3f26, 100, 14062, No update data, 9g3qw8tqqc2h
Bird, MEX, 4af58471-1aee-4dd0-a650-c72109101201, 98, 13746, No update data, 9g3qw8ucuryb
Bird, MEX, 0ffd2db5-92b4-4546-aa98-3a3bc0d0b5a8, 91, 12640, No update data, 9g3qw8tqns9z
Bird, MEX, c758ca4e-0f21-4ad6-888a-e5311e613970, 94, 13114, No update data, 9g3qw8ucgvt6
Bird, MEX, 4e99b69e-e9d8-44e9-8ad4-a87d895b1448, 62, 8517, No update data, 9g3qw95u4rf6
Bird, MEX, 34780509-5a09-4863-8557-a05b93dfe15b, 79, 10744, No update data, 9g3qw8u3cx6y
Bird, MEX, 4f81034f-b5a0-442f-9fd9-c7cd8673ea8e, 38, 4509, No update data, 9g3qwdshwvnr
Bird, MEX, e4802f05-e9d6-45cb-a64b-b9877c85a0a6, 36, 4175, No update data, 9g3qwdshwu8h
Bird, MEX, 563944f4-6b1f-4801-a942-b55e5e869fb0, 76, 10855, No update data, 9g3qwdsjn2hg
Bird, MEX, 3ec23f32-69e6-4995-8e24-0d83e194dd95, 73, 10354, No update data, 9g3qwdsnqvqr
Bird, MEX, 12f22942-6388-4385-8307-5f63b4eccc74, 49, 6004, No update data, 9g3qwdevxthx
Bird, MEX, d885d70f-8189-49e3-8bda-cfe22c443e6a, 51, 6680, No update data, 9g3qw8s5xner
Bird, MEX, 3f34a2c1-1dd3-4bb8-92d6-c407edfb7aaf, 47, 6012, No update data, 9g3qwdu4ftj8
Bird, MEX, ad304588-c21c-4269-a18d-cea75276611f, 79, 11356, No update data, 9g3qw9d0cs6e
Bird, MEX, 00aa865d-46aa-4d44-a011-3a04b8b18ab1, 47, 6012, No update data, 9g3qwg3gph7r
Bird, MEX, c4bc7f85-b187-4d74-a7d8-43ec3ae0c1bb, 84, 11534, No update data, 9g3qwg66fk9r
Bird, MEX, 1e10d47c-8071-4bfe-baea-c761e8b1d56b, 48, 5846, No update data, 9g3qweh92x13
Bird, MEX, f216f991-9be2-4743-987b-7c1ac14f9352, 49, 6004, No update data, 9g3qwerqj0jh
Bird, MEX, 15ed3336-9929-4828-a5b3-4d08ee6c156a, 55, 6952, No update data, 9g3qwddq1efg
Bird, MEX, 9e9da557-3bee-4386-a28f-ac4c715e78f0, 72, 9638, No update data, 9g3qwe5ts2yv
Bird, MEX, 7b661a28-a5cd-42b3-8f12-4fb32c5e1543, 22, 1837, No update data, 9g3qwfyzd0k9
Bird, MEX, 09e52300-764c-496c-a003-d5e4eabd5a4e, 36, 4175, No update data, 9g3qwekzh97u
Bird, MEX, 12715cda-38da-4ee6-8c72-3251efa63f28, 51, 6680, No update data, 9g3qwdctfq62
Bird, MEX, c1e29dd6-5ad3-4029-8506-b56d423a077d, 60, 8183, No update data, 9g3qwdcw6rdm
Bird, MEX, 94235d68-ce38-4f45-b8d8-544f4a1285f3, 35, 4008, No update data, 9g3qwe18en88
Bird, MEX, 1b034e58-f66a-4e0c-a662-3e51e18f8d14, 45, 5372, No update data, 9g3qweebf26k
Bird, MEX, f9eb372c-9975-44fa-b836-2c1e3f4c8f22, 60, 8183, No update data, 9g3qwef9r551
Bird, MEX, 95bee2d9-8621-47c3-9e33-33017e4f3adb, 47, 5688, No update data, 9g3qwe94f8jd
Bird, MEX, b84172a8-9455-409f-a948-d1c79a923c6e, 80, 11523, No update data, 9g3qw6zp4ffm
Bird, MEX, f2747d74-624c-4273-ba2c-cbbfc23a9008, 44, 5214, No update data, 9g3qw2e458yz
Bird, MEX, 3836ec37-a18b-465a-ab84-d816d686f677, 62, 8058, No update data, 9g3qrnn0zuf5
Bird, MEX, 3c9d94dc-86a8-4bd7-82a5-8a68da1e71c8, 62, 8058, No update data, 9g3qrnnk2mgw
Bird, MEX, 9d039618-f9bb-450f-84f3-8c8b65d46642, 93, 12956, No update data, 9g3qrjzvxkpj
Bird, MEX, 47333cc1-a3d1-4ec9-91ca-d5c7c4f28d80, 93, 12956, No update data, 9g3qrjzvrdhp
Bird, MEX, ac4066cd-8448-40f3-8b8e-689d5274c5fe, 74, 9954, No update data, 9g3qrnr96ze0
Bird, MEX, 3dd58251-b40d-45d7-9c4d-c5ace8444f8b, 42, 4898, No update data, 9g3qrq0js3qh
Bird, MEX, fd261ac8-0bb0-4a07-b864-034a00ba74f9, 18, 1169, No update data, 9g3qrq0jt6de
Bird, MEX, f841c4bc-90d1-49de-a599-1daa3eca04b1, 39, 4424, No update data, 9g3qrq0jtd8g
Bird, MEX, 6c3bd2a5-9128-44d7-bc8b-76f09624c46b, 96, 13430, No update data, 9g3qrnrbxh5v
Bird, MEX, 0accf128-7749-470a-aaf2-1983a7f5a704, 79, 10744, No update data, 9g3qrq0nw3h6
Bird, MEX, 841aa314-b90d-45b0-ba7d-1a003f283759, 53, 6636, No update data, 9g3qrnrbxv47
Bird, MEX, 74a49725-ba91-4939-b772-7771130ff79c, 89, 13026, No update data, 9g3qrnrbz70b
Bird, MEX, dd2f6d2e-3a80-45a7-820a-8aa86641943d, 91, 12640, No update data, 9g3qrjy3xgd1
Bird, MEX, 65553a01-93f2-4d7c-b206-5a3b9666bf36, 70, 9322, No update data, 9g3qrq0qksh7
Bird, MEX, ae646d82-5b06-43cc-bb29-b56c5edb0799, 61, 7900, No update data, 9g3qrnjvvgh0
Bird, MEX, 0cafebd8-db83-4c63-8652-3204db12fd7e, 40, 4582, No update data, 9g3qrmbk0q7x
Bird, MEX, 1e3f0f90-b608-4121-aac2-ada709eced85, 75, 10688, No update data, 9g3qrq0kzrxj
Bird, MEX, 0674d19c-f1a9-43c9-8dcf-670a27af5c61, 31, 3160, No update data, 9g3qrjy3qhrk
Bird, MEX, b012a05c-a8bc-4350-9c06-9acf4384017f, 92, 12798, No update data, 9g3qrjzchmq0
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 98, 13746, No update data, 9g3qrjxp3nfh
Bird, MEX, 708056d2-5fdb-4282-8b82-d93ee42b5eec, 83, 11376, No update data, 9g3qrjxp3eg2
Bird, MEX, f218e6a1-765b-4ab1-a16a-76a5ea140f0e, 45, 5372, No update data, 9g3qrmbkk8h3
Bird, MEX, 2d821e04-bf2b-4297-8376-a39fb506159e, 42, 4898, No update data, 9g3qrmbx688j
Bird, MEX, b8df4af0-b87d-4ad0-8553-0b704652b208, 84, 11534, No update data, 9g3qrmb7e3ux
Bird, MEX, 540f24ac-608c-4b8f-8b57-3a9f5a2f48ac, 54, 6794, No update data, 9g3qrmbw7h2h
Bird, MEX, a56a58da-4707-4746-beda-deaf1818496b, 65, 8532, No update data, 9g3qrjwxny2x
Bird, MEX, 5169d15d-aa04-4e5b-ba17-82fcaa05b522, 48, 5846, No update data, 9g3qrjxnt1h3
Bird, MEX, 97fcdba5-050f-4f24-b69b-5a3c7ae73515, 57, 7682, No update data, 9g3qrjy25zsx
Bird, MEX, ca8898ad-3252-45a8-a287-26d1b928805c, 92, 12798, No update data, 9g3qrjwxn2k2
Bird, MEX, 93e1e11b-e96c-4f43-a411-a42b7a9b2f59, 93, 13694, No update data, 9g3qrjxqhpxz
Bird, MEX, 786652f0-a111-4e2b-a8fb-a6d46de346f5, 35, 4008, No update data, 9g3qrjxjyf8t
Bird, MEX, 8614de40-02ff-4eb3-973b-9ddb4018ae61, 87, 12008, No update data, 9g3qrmbtwdft
Bird, MEX, e5f37027-f52c-46db-a502-53d76065d782, 84, 11534, No update data, 9g3qrmbys3q5
Bird, MEX, 48708527-cce7-448a-ad00-24f0f97293e4, 84, 12191, No update data, 9g3qrjwp2kew
Bird, MEX, 0461ec4e-d87a-400b-8779-154a8d9d6391, 31, 3340, No update data, 9g3qrjxs37mn
Bird, MEX, e19abb76-c72a-4a8f-8daa-611adcba3223, 83, 11376, No update data, 9g3qrjx5ues7
Bird, MEX, abd6ebfc-3fa3-496b-a259-c5def4bf4d56, 66, 8690, No update data, 9g3qrnjqc2jn
Bird, MEX, 73cd5bed-517c-4e2f-b6ab-e1c29de7f38e, 82, 11218, No update data, 9g3qrjxgy5x7
Bird, MEX, 9e9b7885-7ffe-46dc-8570-7c8c1e53c27b, 93, 12956, No update data, 9g3qrmche3ke
Bird, MEX, ce932e53-454c-4a27-a3f3-a44282d7f506, 93, 12956, No update data, 9g3qrq30d39y
Bird, MEX, f52a5c20-9534-4b6b-9977-960565530724, 94, 13114, No update data, 9g3qrmch5rkt
Bird, MEX, dcfec459-0f95-4f7e-b414-29d9d984eed3, 88, 12859, No update data, 9g3qrmchs1gp
Bird, MEX, e3375cd3-963a-48af-af18-237859a9535b, 57, 7682, No update data, 9g3qrmbbd88p
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 44, 5511, No update data, 9g3qrnxcn4pm
Bird, MEX, 2510200f-d563-4079-b4ef-956f38651810, 94, 13861, No update data, 9g3qrnmzr68c
Bird, MEX, 00157235-b4c1-453c-8454-20690c046312, 89, 13026, No update data, 9g3qrnmzqutx
Bird, MEX, 47d314d1-ef25-4069-861d-d25b9da4d842, 90, 13193, No update data, 9g3qrnmzx2z0
Bird, MEX, 471e1a1a-dada-4944-b225-d5b979e295cd, 40, 4582, No update data, 9g3qrnmzxk2z
Bird, MEX, d020a4d6-c23d-4e90-b496-bfbd6f807277, 93, 12956, No update data, 9g3qrmchqnch
Bird, MEX, 82e40fe4-ebdd-4c95-add4-5e59919b26a5, 88, 12859, No update data, 9g3qrnw09unt
Bird, MEX, 8df797e7-7b0e-48f8-a943-fea682f142f5, 42, 5177, No update data, 9g3qrmbbn59n
Bird, MEX, d2cd39ff-2626-440c-b87b-28bc06b7114c, 51, 6320, No update data, 9g3qrjuzru6h
Bird, MEX, fa8545fd-8e56-49d1-bee6-68f252914e46, 96, 13430, No update data, 9g3qrm8wnc88
Bird, MEX, 2c189e49-e320-45cc-82f5-04bc6ef47708, 47, 5688, No update data, 9g3qrjuzr7qz
Bird, MEX, 21425b35-9f97-47bf-a9fe-44fc88eb46e5, 97, 13588, No update data, 9g3qrq16m0ux
Bird, MEX, c1ff01e1-42c0-4589-8d37-39ab56ab55ef, 49, 6004, No update data, 9g3qrjv2hr3j
Bird, MEX, 7930a9d1-e57f-4994-8e93-e1f4d3c854ce, 98, 13746, No update data, 9g3qrm8wp1eb
Bird, MEX, 737a93a5-9124-4651-b889-5877abab4ba5, 85, 12358, No update data, 9g3qrjv27ck9
Bird, MEX, 3b7eb4a5-3646-4996-a072-f9250a6691a3, 94, 13861, No update data, 9g3qrnw08m5e
Bird, MEX, a6dbbfa9-aac9-4ca6-a1c4-ae131ca613ff, 97, 13588, No update data, 9g3qrm8ty1pk
Bird, MEX, d0248c55-e085-4e35-85f6-22eb853fdd64, 89, 13026, No update data, 9g3qrm8twwfw
Bird, MEX, ed8d1ef3-e475-4b32-b51f-f2c6f337bc6a, 93, 12956, No update data, 9g3qrnw0b0v7
Bird, MEX, 50b2bfd8-2281-4934-8ee8-14fad6b5c7d1, 92, 13527, No update data, 9g3qrnw0bd8w
Bird, MEX, cb7aa594-66ee-42e1-99e9-7025f4763c5d, 98, 13746, No update data, 9g3qrq13y13n
Bird, MEX, 13ad7556-d6e6-48db-9a9b-845655ee7da2, 98, 13746, No update data, 9g3qrm8tzv6r
Bird, MEX, 77000fce-8914-48b2-9eeb-d4c4568dff7d, 100, 14062, No update data, 9g3qrq16n6u2
Bird, MEX, 258f56c1-c66f-4330-849b-1de97c45b1c3, 98, 13746, No update data, 9g3qrq13yqkm
Bird, MEX, 9f61a028-c211-453d-a213-d3689ad3fe9b, 94, 13861, No update data, 9g3qrnw11sek
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 92, 12798, No update data, 9g3qrq16q849
Bird, MEX, ac86c0fb-541b-4ed1-bf57-c4accb3072de, 93, 12956, No update data, 9g3qrq16qb0c
Bird, MEX, fcbd96a8-ae56-4698-add5-c4563c440a39, 91, 13360, No update data, 9g3qrnw0bp8m
Bird, MEX, 8531c2a7-ace9-4174-a5fe-d0177c1e0304, 97, 13588, No update data, 9g3qrm8tx05g
Bird, MEX, f64d3b10-d626-4d61-9a74-2631e24b0e13, 52, 6478, No update data, 9g3qrm8tx3zp
Bird, MEX, 37a65a7a-c132-487f-a7bf-2fbd50f82239, 94, 13114, No update data, 9g3qrm8tqu8w
Bird, MEX, 0ef383f3-d4a6-42c8-9a11-62b3a21bf062, 97, 13588, No update data, 9g3qrq13zj5v
Bird, MEX, 4e8a39c4-b95a-4436-b4b8-58eb5d241e06, 22, 1837, No update data, 9g3qrq882nm3
Bird, MEX, c89a2bcd-f227-4564-9122-c0841bbbf4a5, 61, 7900, No update data, 9g3qrjtrb082
Bird, MEX, a26d3c47-db2b-4712-9433-76b1eb20c05a, 46, 5845, No update data, 9g3qrjtss1fz
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 98, 13746, No update data, 9g3qrmc0jr6v
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 65, 8532, No update data, 9g3qrjtpxrx4
Bird, MEX, 05ce5f02-4e6d-446f-9391-8a5ad81d7628, 55, 6952, No update data, 9g3qrjtr2p82
Bird, MEX, 25bb3299-c2db-4d35-836e-22aa7c63d68a, 65, 8532, No update data, 9g3qrjtpxdvj
Bird, MEX, 0612a75f-6856-4b33-a7de-c3e8d736a0c4, 29, 3006, No update data, 9g3qrjuy461s
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 30, 3173, No update data, 9g3qrjtevfh1
Bird, MEX, 9f4b996b-4fe8-4e05-95b5-8adb2c9ee207, 90, 12482, No update data, 9g3qrm8e1222
Bird, MEX, 90ae462a-8ce6-44fa-ad03-889edd68856a, 35, 4008, No update data, 9g3qrnw4vxvz
Bird, MEX, a027955f-3471-418c-9c66-26191f050f19, 97, 13588, No update data, 9g3qrm8dbsnz
Bird, MEX, 37b69fba-9da6-4a14-9707-39492cabff07, 94, 13861, No update data, 9g3qrnw5n515
Bird, MEX, feba7922-2c92-4743-ac08-d7c60ce5339e, 93, 13694, No update data, 9g3qrnw5nn90
Bird, MEX, 2e8c03f2-ec50-4515-87fd-46e9d417ea0e, 94, 13861, No update data, 9g3qrnw5q134
Bird, MEX, faa15d87-e0af-4ccc-9859-baeeeffc4653, 80, 10902, No update data, 9g3qrnw5m9tu
Bird, MEX, 3e739861-5106-4903-8cef-9e26088bd6c3, 75, 10688, No update data, 9g3qrq3jsduq
Bird, MEX, 8876e06c-f558-4650-9024-a420254c6a51, 87, 12008, No update data, 9g3qrnw5k2qh
Bird, MEX, 31c61409-febf-44d9-90f5-0e5e53876b5d, 69, 9164, No update data, 9g3qrjts24t2
Bird, MEX, de6e1a81-bf8d-4e5e-bde7-e6685d0e2c6d, 78, 11189, No update data, 9g3qrnw7bwnu
Bird, MEX, de4f9bf6-4611-4fa5-9948-ec6a9e042f32, 92, 12798, No update data, 9g3qrm8d09yf
Bird, MEX, 116417a6-7e94-485a-896a-29d8fbc85142, 98, 13746, No update data, 9g3qrm89bdbx
Bird, MEX, de05ba13-f89b-4ac8-b51c-efcf4070371b, 97, 13588, No update data, 9g3qrm8d439b
Bird, MEX, b1ff650c-6003-4fca-a3cc-7c57811323dc, 62, 8058, No update data, 9g3qrm89fpuy
Bird, MEX, efc1a8a0-471f-414f-8867-e66703e10ea4, 97, 13588, No update data, 9g3qrm898t2s
Bird, MEX, 24ad8133-a7fa-4cf0-8e41-66fac3d9959f, 49, 6004, No update data, 9g3qrjszy94k
Bird, MEX, 5d43bcac-8152-402a-9b9a-defe6e55d88a, 46, 5530, No update data, 9g3qrq1b3e5m
Bird, MEX, 980033a0-4bf2-43e3-bbd0-c059f4a0a19a, 89, 13026, No update data, 9g3qrjub7813
Bird, MEX, 3364dc14-a88e-4ced-b774-a6ce292c6431, 56, 7515, No update data, 9g3qrnkdxg4p
Bird, MEX, 3f827a5d-5f20-4179-94c6-34b440618101, 64, 8374, No update data, 9g3qrjub5e16
Bird, MEX, 48c8c960-1c8b-47db-8c78-e28b365e1e43, 60, 8183, No update data, 9g3qrnkdx7wc
Bird, MEX, fe018ff5-09e7-4ee7-8774-77c91bc32f41, 81, 11060, No update data, 9g3qrnkdquje
Bird, MEX, d1acd818-0816-4e10-9e7b-a181ea5fae17, 87, 12008, No update data, 9g3qrjusdvep
