Bird, MEX, 7edb39ba-7fb8-4a79-b8ec-7efdf8de6ea7, 49, 6346, No update data, 9g3qw8xqhn62
Bird, MEX, 9a566b27-e31e-4ed6-9097-b9812b0678f3, 71, 10020, No update data, 9g3qw8vedwtx
Bird, MEX, 1653c2c7-0b24-454d-9713-89d1383988ea, 43, 5056, No update data, 9g3qw8wsybw7
Bird, MEX, 4c1a365c-7fc8-4f7e-bf2c-53dd89b5a511, 83, 12024, No update data, 9g3qw97u0pnp
Bird, MEX, 54edb8ca-e4d1-49aa-a370-2ecc570c1aa2, 81, 11690, No update data, 9g3qw97spv4c
Bird, MEX, e996b990-b00b-4a5d-965f-37f210a85ebd, 93, 12956, No update data, 9g3qw8went3f
Bird, MEX, bf6a8092-c723-433f-b57e-ef629951d70d, 48, 5846, No update data, 9g3qw8v2xsk8
Bird, MEX, f984be1e-7510-44b4-afc9-70a671a8cc99, 92, 12798, No update data, 9g3qw8wdyqsb
Bird, MEX, 087ac2ec-0694-4a56-906a-e559feb44f4d, 100, 14863, No update data, 9g3qwd5ez3q2
Bird, MEX, 09f0e1a3-ba23-4f44-8fc2-97d75bf74bb6, 100, 14863, No update data, 9g3qwd5ewvnr
Bird, MEX, 4ad0921e-9398-4222-b8d4-2721da25af83, 99, 14696, No update data, 9g3qwd5ew870
Bird, MEX, 327eac52-ca72-409b-9a98-de4b68e55e4a, 100, 14863, No update data, 9g3qwd5ewse5
Bird, MEX, c7be0961-6581-4ef0-be95-fb7e46d4d71d, 56, 7110, No update data, 9g3qwb2yu3vd
Bird, MEX, 4af58471-1aee-4dd0-a650-c72109101201, 92, 12798, No update data, 9g3qw8ufn1q9
Bird, MEX, c758ca4e-0f21-4ad6-888a-e5311e613970, 89, 12324, No update data, 9g3qw8ufj1vj
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 92, 12798, No update data, 9g3qw8tw0sqm
Bird, MEX, 4e99b69e-e9d8-44e9-8ad4-a87d895b1448, 52, 6847, No update data, 9g3qw95u7vtr
Bird, MEX, dfa1cab5-5ca6-449c-a595-00d280ef3f26, 96, 13430, No update data, 9g3qw8tqpmws
Bird, MEX, 75856d1b-80cd-44cb-b411-a9f2613e3b8b, 44, 5511, No update data, 9g3qwdse45u5
Bird, MEX, 35edefd6-84dd-4191-b2a8-36959e9be2c0, 100, 14863, No update data, 9g3qwd5ruf1y
Bird, MEX, 22203895-17cc-43d8-8c27-10c7f8015b52, 100, 14062, No update data, 9g3qwd5ru978
Bird, MEX, f2747d74-624c-4273-ba2c-cbbfc23a9008, 100, 14062, No update data, 9g3qwd5rsqb9
Bird, MEX, 6978a15c-60cf-4eb3-a09a-ea551ca614d6, 64, 8851, No update data, 9g3qwb27k0dr
Bird, MEX, 34780509-5a09-4863-8557-a05b93dfe15b, 73, 9796, No update data, 9g3qw8u60s9r
Bird, MEX, ad304588-c21c-4269-a18d-cea75276611f, 70, 9853, No update data, 9g3qw9d0cg8z
Bird, MEX, 1e10d47c-8071-4bfe-baea-c761e8b1d56b, 43, 5056, No update data, 9g3qwehcf0h1
Bird, MEX, c4bc7f85-b187-4d74-a7d8-43ec3ae0c1bb, 80, 10902, No update data, 9g3qwg66fkpe
Bird, MEX, 15ed3336-9929-4828-a5b3-4d08ee6c156a, 49, 6004, No update data, 9g3qwddqkbyf
Bird, MEX, 3f90f5ae-7b64-49fb-9339-57a10e7939d0, 15, 668, No update data, 9g3qwddqv923
Bird, MEX, 9d44c65f-a546-4387-a5b2-0d831c218f44, 56, 7515, No update data, 9g3qw91dhm27
Bird, MEX, 9e9da557-3bee-4386-a28f-ac4c715e78f0, 65, 8532, No update data, 9g3qwe5tz3ym
Bird, MEX, 200f6a9c-7759-42a8-9ff5-7c1019ea0d47, 65, 8532, No update data, 9g3qwd3kfev8
Bird, MEX, 95bee2d9-8621-47c3-9e33-33017e4f3adb, 44, 5214, No update data, 9g3qwe94u87s
Bird, MEX, b84172a8-9455-409f-a948-d1c79a923c6e, 71, 10020, No update data, 9g3qw6zp5cmh
Bird, MEX, 8971dda7-0053-447d-98ed-28e335e65b24, 63, 8684, No update data, 9g3qrnec2ykc
Bird, MEX, 3c9d94dc-86a8-4bd7-82a5-8a68da1e71c8, 57, 7268, No update data, 9g3qrnn70r7t
Bird, MEX, 47333cc1-a3d1-4ec9-91ca-d5c7c4f28d80, 88, 12166, No update data, 9g3qrmbj2p0q
Bird, MEX, 9d039618-f9bb-450f-84f3-8c8b65d46642, 88, 12166, No update data, 9g3qrjzvrv42
Bird, MEX, 2534be95-c004-44f7-812d-56eca2cf1b4f, 100, 14863, No update data, 9g3qrnrcnbte
Bird, MEX, a308ee29-e2e4-4ffd-8ee6-17b1b39a59af, 100, 14062, No update data, 9g3qrnrcp9s1
Bird, MEX, 88f9dd53-9e1d-4e30-a614-2a879cd06398, 100, 14062, No update data, 9g3qrnrcpkp0
Bird, MEX, 489c5794-6319-4352-9987-ee16597f748c, 100, 14062, No update data, 9g3qrq20cr8m
Bird, MEX, 1e3f0f90-b608-4121-aac2-ada709eced85, 66, 9185, No update data, 9g3qrq0kv64f
Bird, MEX, f218e6a1-765b-4ab1-a16a-76a5ea140f0e, 40, 4582, No update data, 9g3qrmbkcr03
Bird, MEX, 95829365-2b67-4487-b9f8-9297da9c5add, 79, 10744, No update data, 9g3qrmb57bhc
Bird, MEX, 46f58cb6-2ddd-48a0-8590-f6e0fdb5efbe, 99, 14696, No update data, 9g3qrmb42uey
Bird, MEX, 540f24ac-608c-4b8f-8b57-3a9f5a2f48ac, 49, 6004, No update data, 9g3qrmbrr70v
Bird, MEX, f4543d4d-55f6-455b-afa7-04deea8a721f, 100, 14863, No update data, 9g3qrmb43kj4
Bird, MEX, 0674d19c-f1a9-43c9-8dcf-670a27af5c61, 24, 2054, No update data, 9g3qrjy3twvy
Bird, MEX, 22bc69d0-56a4-4593-b08a-0bd13d308b76, 98, 13746, No update data, 9g3qrmb5jzsp
Bird, MEX, 708056d2-5fdb-4282-8b82-d93ee42b5eec, 78, 10586, No update data, 9g3qrjxpen24
Bird, MEX, 2b582ac9-1639-4724-b710-8609b44b991a, 100, 14863, No update data, 9g3qrmb4431y
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 93, 12956, No update data, 9g3qrjxp94fj
Bird, MEX, ea1b09ff-7d71-4bed-a59a-4c96d7ad2293, 89, 12324, No update data, 9g3qrmbx9cwt
Bird, MEX, 5169d15d-aa04-4e5b-ba17-82fcaa05b522, 45, 5372, No update data, 9g3qrjxpmd0z
Bird, MEX, b8df4af0-b87d-4ad0-8553-0b704652b208, 80, 10902, No update data, 9g3qrmb7mxtb
Bird, MEX, 97fcdba5-050f-4f24-b69b-5a3c7ae73515, 35, 4008, No update data, 9g3qrjy2hhfy
Bird, MEX, ca8898ad-3252-45a8-a287-26d1b928805c, 87, 12008, No update data, 9g3qrjwwvzh1
Bird, MEX, b611fe84-2df1-444f-9682-7b4aa0901864, 56, 7110, No update data, 9g3qrmb0kzpw
Bird, MEX, a56a58da-4707-4746-beda-deaf1818496b, 61, 7900, No update data, 9g3qrjwwm1k3
Bird, MEX, 8614de40-02ff-4eb3-973b-9ddb4018ae61, 79, 10744, No update data, 9g3qrmbvcrtj
Bird, MEX, e5f37027-f52c-46db-a502-53d76065d782, 79, 10744, No update data, 9g3qrmbvfug5
Bird, MEX, 0cca98cb-85a2-4072-9fd5-d77657c3cbe8, 100, 14863, No update data, 9g3qrq2qkyck
Bird, MEX, e5bea980-ba2a-43f9-8354-3fa02349f39b, 100, 14062, No update data, 9g3qrq2qt5ue
Bird, MEX, 73cd5bed-517c-4e2f-b6ab-e1c29de7f38e, 78, 10586, No update data, 9g3qrjxgyv2x
Bird, MEX, 918117da-5017-4740-8210-e58402ddd53f, 100, 14062, No update data, 9g3qrq2qt7df
Bird, MEX, abd6ebfc-3fa3-496b-a259-c5def4bf4d56, 62, 8058, No update data, 9g3qrnjpqg2x
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 34, 3841, No update data, 9g3qrnxcnvbs
Bird, MEX, 01bdcb97-090a-4c06-b738-ee1005dc9aea, 100, 14062, No update data, 9g3qrnw00k58
Bird, MEX, b0d07e3c-c87c-4787-920f-ae6bf71741a4, 97, 14362, No update data, 9g3qrmbbzy47
Bird, MEX, 2deda658-907a-4f15-ac75-31743fe2f233, 85, 12358, No update data, 9g3qrmc0bjmr
Bird, MEX, 2c189e49-e320-45cc-82f5-04bc6ef47708, 44, 5214, No update data, 9g3qrjuzxc65
Bird, MEX, 1ccedbad-8286-4690-8a8a-d7f0c651583e, 96, 14195, No update data, 9g3qrmc0cpdj
Bird, MEX, 674cb033-e034-4a31-ad45-c42915b47412, 96, 14195, No update data, 9g3qrmc0bdnf
Bird, MEX, 99895216-2334-44cd-94ad-37b36bad3d5b, 99, 14696, No update data, 9g3qrq13vnhe
Bird, MEX, a5089e7f-e90d-46bd-b176-e13d235123f4, 99, 14696, No update data, 9g3qrq13vq6v
Bird, MEX, 79f98856-febb-4b07-acf7-f526c3a7017e, 98, 14529, No update data, 9g3qrq13vq4g
Bird, MEX, 4949bb9b-aaf0-40db-834e-375cd0e270bc, 98, 13746, No update data, 9g3qrm8ttvsn
Bird, MEX, 1842616a-81b3-463c-a3f4-3fe535202967, 97, 14362, No update data, 9g3qrm8ty3hk
Bird, MEX, 8df797e7-7b0e-48f8-a943-fea682f142f5, 33, 3674, No update data, 9g3qrm8zy3u2
Bird, MEX, e55c5dda-1fc7-438f-8418-3b156d39c78a, 99, 14696, No update data, 9g3qrm8ty2hq
Bird, MEX, 04a6f288-0cd2-4b54-9783-1cd5a35802ec, 91, 13360, No update data, 9g3qrm8tzq0g
Bird, MEX, e3858f13-6947-446b-b865-81a05998ef62, 97, 14362, No update data, 9g3qrq13vxjc
Bird, MEX, a09f36ce-8514-4123-adc7-08b17822925a, 97, 14362, No update data, 9g3qrq13vfsn
Bird, MEX, 1a39eb17-eb93-4766-b443-56a5fdaad5ce, 99, 13904, No update data, 9g3qrm8tybvd
Bird, MEX, c1ff01e1-42c0-4589-8d37-39ab56ab55ef, 47, 5688, No update data, 9g3qrjtrum1j
Bird, MEX, 3eab09b7-cf27-4220-8a5c-55ea802a0c00, 98, 14529, No update data, 9g3qrq13y49n
Bird, MEX, a8bfc90c-a9e1-4be1-ab3f-1761a8e9625a, 97, 13588, No update data, 9g3qrm8ttbkj
Bird, MEX, ae0bb54a-b82e-453f-9e26-d57fdd783a61, 100, 14863, No update data, 9g3qrm8twyts
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 96, 13430, No update data, 9g3qrm8tw949
Bird, MEX, e41ea2ee-2848-4b98-ada6-389160e01ce1, 100, 14863, No update data, 9g3qrq16nd4s
Bird, MEX, 737a93a5-9124-4651-b889-5877abab4ba5, 75, 10688, No update data, 9g3qrjv24qpv
Bird, MEX, 2f732cc2-7a1b-49ce-97fe-a751bc3de2bb, 97, 13588, No update data, 9g3qrm8tx38v
Bird, MEX, bb408fae-c3fe-41ec-ae09-83b17621e49b, 99, 14696, No update data, 9g3qrq16p6ph
Bird, MEX, 05ce5f02-4e6d-446f-9391-8a5ad81d7628, 51, 6320, No update data, 9g3qrjtr4suy
Bird, MEX, a26d3c47-db2b-4712-9433-76b1eb20c05a, 40, 4843, No update data, 9g3qrjtssq10
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 61, 7900, No update data, 9g3qrjtr8qgw
Bird, MEX, c89a2bcd-f227-4564-9122-c0841bbbf4a5, 56, 7110, No update data, 9g3qrjtr8mew
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 98, 13746, No update data, 9g3qrmc0jr6v
Bird, MEX, 25bb3299-c2db-4d35-836e-22aa7c63d68a, 62, 8058, No update data, 9g3qrjtr8127
Bird, MEX, b3e49636-7ea3-4f6d-ad06-443d74e3f187, 66, 9185, No update data, 9g3qrjtsehqr
Bird, MEX, 8f6f297f-4e3a-46b8-93dc-86d8fc58223f, 53, 7014, No update data, 9g3qrjtsd7zg
Bird, MEX, 0612a75f-6856-4b33-a7de-c3e8d736a0c4, 21, 1670, No update data, 9g3qrjuy1704
Bird, MEX, 2fb01b85-c513-4f59-9543-4d4f99d95dc0, 99, 14696, No update data, 9g3qrm8de0n7
Bird, MEX, 13501406-238d-4d1d-8cc8-f4bcd96b511c, 99, 14696, No update data, 9g3qrm8d6smh
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 99, 14696, No update data, 9g3qrm8d4psz
Bird, MEX, 67435938-6fcc-4aad-973d-dbfc4af56a67, 94, 13861, No update data, 9g3qrm8d7480
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 97, 14362, No update data, 9g3qrm8d71bh
Bird, MEX, 24ad8133-a7fa-4cf0-8e41-66fac3d9959f, 46, 5530, No update data, 9g3qrjszwpch
Bird, MEX, d1acd818-0816-4e10-9e7b-a181ea5fae17, 82, 11218, No update data, 9g3qrjusg8c6
Bird, MEX, 980033a0-4bf2-43e3-bbd0-c059f4a0a19a, 79, 11356, No update data, 9g3qrjub5w1m
Bird, MEX, 3364dc14-a88e-4ced-b774-a6ce292c6431, 47, 6012, No update data, 9g3qrnkdxvdp
Bird, MEX, 1a283a9c-d184-42c7-a11e-56c686496270, 71, 9480, No update data, 9g3qrnkdrmby
Bird, MEX, 48c8c960-1c8b-47db-8c78-e28b365e1e43, 51, 6680, No update data, 9g3qrnkdwe4r
Bird, MEX, ec1164e1-9c07-4609-ba81-c3323bc3aa18, 37, 4342, No update data, 9g3qrjrjv80y
Bird, MEX, 1d195da3-bb77-43e5-b3c7-0f9a12380fdb, 93, 13694, No update data, 9g3qrm883p6p
Bird, MEX, 4704be31-aaad-4f98-b85e-eadb679391b2, 97, 13588, No update data, 9g3qrm889cbr
Bird, MEX, 04b85ce0-bd7f-4946-9f7b-78a238704c8a, 39, 4424, No update data, 9g3qrnww05j7
Bird, MEX, 841068f2-7d6b-4715-aa30-b5e553a7955b, 98, 14529, No update data, 9g3qrm883n60
Bird, MEX, 7ff18de2-31f8-4ddf-934e-182cbc1de2fc, 94, 13861, No update data, 9g3qrm88de0p
Bird, MEX, 4619c173-46a9-4879-80d6-39af7418e3b4, 94, 13861, No update data, 9g3qrm883h44
Bird, MEX, 8ef867d2-86d6-4d21-b11a-4e404813f033, 99, 14696, No update data, 9g3qrm883tek
Bird, MEX, da40ebf7-651f-46d7-b32d-c9d64213c45b, 99, 13904, No update data, 9g3qrmc8g3hs
Bird, MEX, da8a1841-ee20-4041-9751-72895efd5c8b, 99, 13904, No update data, 9g3qrm882bev
Bird, MEX, 60038b0c-623d-4bc5-9e1a-5a5f596e6d28, 92, 13527, No update data, 9g3qrm887jbn
Bird, MEX, 63aa6520-bf0a-45ea-bcf5-9865a15c3dcd, 97, 13588, No update data, 9g3qrmc8eexc
Bird, MEX, 07f8f086-6582-41c7-907a-457cb8421770, 51, 6320, No update data, 9g3qrq8erkrj
Bird, MEX, b42f1d61-f516-4e68-9c37-f41ec965e087, 90, 13193, No update data, 9g3qrmcv5jq2
Bird, MEX, f0e5f4c7-959c-4b62-94d9-b2e71a7a09df, 90, 13193, No update data, 9g3qrm887qs9
Bird, MEX, 239cd58d-4460-4ac0-91dc-2632951e2986, 96, 14195, No update data, 9g3qrmcv5kh8
Bird, MEX, 6137e6f0-1f6b-40fe-8e79-7b2b3c5ca16b, 100, 14062, No update data, 9g3qrmc8swuq
Bird, MEX, 2f715101-60b1-40f1-9f23-c9dde588255e, 91, 13360, No update data, 9g3qrm884wmp
Bird, MEX, b9f08629-1a17-4d40-a5c1-34ffe90e9193, 100, 14863, No update data, 9g3qrmc8v1hs
Bird, MEX, f634b558-181e-4f19-ac1d-4bd2fccad0bf, 98, 14529, No update data, 9g3qrm885nqr
Bird, MEX, cdde521f-5c44-4795-b022-2a2f73a4c904, 98, 14529, No update data, 9g3qrm887ckb
Bird, MEX, ce9c9e88-29db-4ea7-909f-4e240580ff64, 96, 14195, No update data, 9g3qrmc8twmf
Bird, MEX, 952eb472-e465-44b0-b521-10d99ac12b5a, 99, 13904, No update data, 9g3qrq1bnvtf
Bird, MEX, 925c6bf7-c628-4957-af54-eeb6cd8ee021, 99, 14696, No update data, 9g3qrq1brsh4
Bird, MEX, 71555ae0-7c24-44e4-934d-b196a7b199e7, 82, 11218, No update data, 9g3qrjrmj90y
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 70, 9322, No update data, 9g3qrnxyy84x
Bird, MEX, 7dd98ff5-1cdd-4e0d-ab6b-c7d63250b65c, 99, 14696, No update data, 9g3qrmc8ws4t
Bird, MEX, 76b5c496-2b2f-4fdb-9947-06f45fbb4624, 96, 13430, No update data, 9g3qrq8gcd7k
Bird, MEX, 7b418c0b-3f19-4ff5-8f4a-4830124b59a2, 52, 6478, No update data, 9g3qrq8gcqjh
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 64, 8374, No update data, 9g3qrjrkevks
Bird, MEX, 4b3ad5bf-564e-492f-979a-7286f89b6f18, 100, 14062, No update data, 9g3qrq401p45
Bird, MEX, 5f1a3923-fd37-49e2-89ab-06edd06985b9, 99, 14696, No update data, 9g3qrq401ted
Bird, MEX, 9540a50d-13e6-4b8c-af9c-764a8eb5339f, 74, 9954, No update data, 9g3qrq8u540j
Bird, MEX, 9f1b065e-3c51-4d61-a3a9-0794da215166, 100, 14062, No update data, 9g3qrq4061ee
Bird, MEX, c249d50c-47e3-451a-9a88-4c30bdcc4095, 65, 8532, No update data, 9g3qrq8uexzv
Bird, MEX, 22b490a6-7536-43b4-922e-bf20a432a457, 79, 10744, No update data, 9g3qrnk7zxvp
Bird, MEX, 96fd2625-85e9-4af6-849f-4484e7ce95f7, 98, 13746, No update data, 9g3qrm93882t
Bird, MEX, e92f9955-c000-4696-8e8c-d7d85d184a8d, 98, 14529, No update data, 9g3qrm932qed
Bird, MEX, 749a2ff8-0eb2-4e53-87f8-c4bac3c4f576, 99, 14696, No update data, 9g3qrm932q78
Bird, MEX, b2b1ad21-28f2-425b-9c7a-6d332124eb55, 47, 5688, No update data, 9g3qrjq7uzp8
Bird, MEX, 8b3025fe-8fe9-4147-82bf-552649659238, 99, 14696, No update data, 9g3qrm933und
Bird, MEX, 9be9aedc-5077-4337-9b45-c84c5a53e4ce, 64, 8374, No update data, 9g3qrjr6z4ev
Bird, MEX, 5b01e6ac-57cf-4b5a-b862-1791418fb387, 76, 10270, No update data, 9g3qrnh01zn7
Bird, MEX, fe9ce2e3-44f0-475f-b023-e17c5a6a0582, 80, 10902, No update data, 9g3qrm251q2r
Bird, MEX, e959d710-cddc-44cc-8873-8e3f80f56718, 82, 11218, No update data, 9g3qrjrgp6rn
Bird, MEX, 10f987de-cd02-40c6-93cd-1cbac04e129c, 90, 12482, No update data, 9g3qrjq5jt0z
Bird, MEX, 49bf7be6-8ec3-4699-9ee0-93a441712d18, 85, 11692, No update data, 9g3qrm2spdu0
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 100, 14062, No update data, 9g3qrm9fezkb
Bird, MEX, 3a117581-5129-4dd7-99fc-82c24d28913d, 100, 14062, No update data, 9g3qrm9fedct
Bird, MEX, 23241c65-d956-44f7-a2b6-5797da3274c9, 100, 14062, No update data, 9g3qrm9fu20n
Bird, MEX, c532dd7d-b885-4063-9a74-e2248b973b1e, 100, 14863, No update data, 9g3qrm9fudsm
Bird, MEX, b6d48655-113a-4fe3-836d-8f1b0f48cc23, 100, 14062, No update data, 9g3qrm9fsmqh
Bird, MEX, bd27c487-031a-4170-8777-a9ce1e56b90a, 62, 8058, No update data, 9g3qrjnyb7ee
Bird, MEX, 59133bf3-02d9-4e29-a466-44873eacd536, 70, 9322, No update data, 9g3qrjjytzs1
Bird, MEX, c31bee0a-f615-4d39-98e3-052b5398444a, 48, 6179, No update data, 9g3qrjpj469z
Bird, MEX, c05509eb-7a33-40bb-bffe-4f2d566ef8df, 98, 14529, No update data, 9g3qrm3d8nts
Bird, MEX, 95da4ad1-8339-4661-aad1-20a437f9b28f, 84, 11534, No update data, 9g3qrjnjxpec
Bird, MEX, 248f53fe-fa68-454d-a339-8bfba5df96c8, 98, 13746, No update data, 9g3qrm3d84vs
Bird, MEX, 0b5ed465-0d67-4ddc-9a2f-254998b5e699, 100, 14062, No update data, 9g3qrm36r17b
Bird, MEX, 49a8c000-37a6-4dc1-a106-f4f560a46c67, 100, 14062, No update data, 9g3qrm36ppez
Bird, MEX, cb0a99dd-92a8-48a9-b2f5-fea4c8fbeff6, 99, 13904, No update data, 9g3qrmd2g1nk
Bird, MEX, 7867c507-5041-4675-a9b1-bd50db64fb08, 100, 14863, No update data, 9g3qrm3d25mw
Bird, MEX, 63b2791f-ec0a-4936-8210-5a7a1862b646, 99, 13904, No update data, 9g3qrm36pxkj
Bird, MEX, 4e40bd37-ed1b-4a7b-bc67-78a44871fb65, 99, 14696, No update data, 9g3qrmd3m1k9
Bird, MEX, 4d5bcbbb-34c6-4efd-8f41-60208765087f, 98, 13746, No update data, 9g3qrmd3mkxy
Bird, MEX, 9d020bca-f50e-4f96-832c-78ac67175613, 99, 13904, No update data, 9g3qrm3d3mt7
Bird, MEX, 26dbf510-8bff-4540-b7d8-6fbed385c205, 99, 13904, No update data, 9g3qrm36pud7
Bird, MEX, aba6c0de-f220-4f71-bc2f-fc632c88f659, 87, 12692, No update data, 9g3qrmd3j7dy
Bird, MEX, 1a196e3e-6c4c-4d1b-a703-9f49b404f41e, 98, 14529, No update data, 9g3qrm3d0twc
Bird, MEX, c4cda3e9-2622-432d-8ba7-2b168704e825, 100, 14863, No update data, 9g3qrmd2vpss
Bird, MEX, fdb98c72-4de2-4bec-85d8-01b148b91fdb, 79, 10744, No update data, 9g3qrmd9u721
Bird, MEX, 05708ec8-7f3e-4fb2-b5e9-79b46ef933e7, 52, 6478, No update data, 9g3qrm1r65ky
Bird, MEX, 08e7cbbd-b194-435c-8c55-746affa2b550, 75, 10112, No update data, 9g3qrm389cqe
Bird, MEX, 53e7d760-42d4-4022-8fd9-ed5039793a55, 100, 14062, No update data, 9g3qrmen4r1g
Bird, MEX, 413e25c5-27d6-4460-bf10-5c282962338d, 99, 13904, No update data, 9g3qrmen6d80
Bird, MEX, 9df4aa53-6ae5-40ec-b8fb-e05e3ad14881, 100, 14062, No update data, 9g3qrmen4s24
Bird, MEX, eddc3d62-1f8f-448b-8559-04768146c6fb, 100, 14062, No update data, 9g3qrmen74nq
Bird, MEX, 0b55ad37-e096-43e5-980c-15afc24e8b48, 97, 13588, No update data, 9g3qrmenk7b0
Bird, MEX, c07c0fdf-a0d7-40d1-8821-4fdc68e77df5, 42, 5177, No update data, 9g3qrm1q1f2m
Bird, MEX, f27921cb-e5bb-4029-8d0a-7200268dbb19, 44, 5214, No update data, 9g3qrn4b5uh8
Bird, MEX, 2f812020-c4d8-4e34-b569-82c573395caf, 83, 11376, No update data, 9g3qrjhz0ebx
Bird, MEX, 5a1af8be-4af2-4bb1-9b81-f35321aea4be, 98, 13746, No update data, 9g3qrme4s151
Bird, MEX, bf41ce4a-28a1-4325-8287-7f5f7b4e427c, 96, 14195, No update data, 9g3qrme4stsq
Bird, MEX, 36930ce4-ff02-4a05-bd94-35e3a3eb3618, 66, 8690, No update data, 9g3qrjk17yue
Bird, MEX, b08ce310-d2fc-45dd-8d62-521c9c23a38d, 92, 13527, No update data, 9g3qrmem69t5
Bird, MEX, c5591237-7704-4174-ba0e-99e1d619b619, 99, 14696, No update data, 9g3qrmem4e8n
Bird, MEX, 85c77e5d-7ca2-4acc-851f-01e834bf76a7, 96, 13430, No update data, 9g3qrme4myuh
Bird, MEX, b56a762e-cf3d-4b62-9957-d7cd9d4c3cd1, 98, 13746, No update data, 9g3qrme4w111
Bird, MEX, 90e0402b-053e-4e91-b640-7f2bd4bcafa8, 99, 13904, No update data, 9g3qrme4w111
Bird, MEX, a235b070-c9ed-4159-8f2c-47127f6294b7, 99, 14696, No update data, 9g3qrmem5rkt
Bird, MEX, b64ddd18-f5f9-4259-8a94-a4ed55e8bac4, 99, 13904, No update data, 9g3qrmekgjnm
Bird, MEX, 334d37ea-4ca1-4106-95ba-3dae5b1e6380, 100, 14062, No update data, 9g3qrme1yt6x
Bird, MEX, 196ee2c2-040b-4015-bf78-6e6c14694510, 94, 13114, No update data, 9g3qrme1ybtb
Bird, MEX, e25acb27-a79f-4b05-822d-ac91e4acf02b, 70, 9853, No update data, 9g3qrj7mygm9
Bird, MEX, e2503d73-25e8-4b93-97ac-f374457a3573, 100, 14062, No update data, 9g3qrme1zz42
Bird, MEX, 98361164-9cfe-47ba-8089-8a52c3847494, 99, 14696, No update data, 9g3qrme1xq8u
Bird, MEX, c214602d-d67c-4b09-ba99-34b2d47493b0, 100, 14062, No update data, 9g3qrmet892g
Bird, MEX, 6bdba8c6-98f6-44f4-8317-3fb317c95a3c, 100, 14062, No update data, 9g3qrmet2feb
Bird, MEX, f502da9f-2766-4a62-99c5-d09de0e00721, 100, 14062, No update data, 9g3qrmet31d5
Bird, MEX, 51efb51f-5bef-4a0b-8a1a-e231cb91a6b1, 79, 10744, No update data, 9g3qrm69e4bk
Bird, MEX, 11f1ec41-516b-4137-8d03-93300417e57a, 99, 14696, No update data, 9g3qrm7rdn58
Bird, MEX, b92936b6-e47d-4aea-96e3-16291fd46395, 19, 1264, No update data, 9g3qxf5edwmx
Bird, MEX, 8c04db84-2982-411e-868e-448bc7d48333, 71, 9480, No update data, 9g3qxcyw14xd
Bird, MEX, 385a58c0-55cb-4d52-b2a3-66003f9485aa, 66, 8690, No update data, 9g3qxfj50fk2
Bird, MEX, 7983aecb-9ba8-4a3e-8c5f-31ebc1f5c9b7, 35, 4008, No update data, 9g3qxfk02gk3
Bird, MEX, d96ce402-e456-4a64-8847-53968cdf346f, 43, 5056, No update data, 9g3qxfmd66xm
Bird, MEX, 507c85af-6b8d-47a1-b9d9-eea8fc0d6e4f, 54, 6794, No update data, 9g3qxfpz4kz8
Bird, MEX, 8ba13f38-d638-40ab-a05c-a12f8ebaf3f5, 69, 9164, No update data, 9g3w81v2ebjx
Bird, MEX, def29b13-1387-4b82-b22c-661c63e7a876, 45, 5372, No update data, 9g3w81ty4jke
Bird, MEX, cbb17fd9-99b1-49b1-8d9f-9d49119b9604, 73, 9796, No update data, 9g3qrkm8scp8
Bird, MEX, adc6ae4f-52d7-42a6-9fef-bbe285c4ae20, 74, 9954, No update data, 9g3qrkv1v26z
Bird, MEX, 3d01e71f-63fe-4283-bf7d-5faf2e56bfaf, 63, 8216, No update data, 9g3qrkg06b76
Bird, MEX, b7a43ee9-0fc1-4dc8-a1de-667803f71173, 49, 6004, No update data, 9g3qrt0ksfcs
Bird, MEX, 688c77c5-f61b-4407-ae98-f508bde8af9a, 65, 8532, No update data, 9g3qrk6x1yns
Bird, MEX, 21498960-6c2d-49e6-8acf-de435e204c2b, 66, 8690, No update data, 9g3qrk66r57v
Bird, MEX, 139661d5-2ea0-494d-9ade-8a14995faf37, 76, 10855, No update data, 9g3qrmhjvnhd
Bird, MEX, 6cd1f77f-9e85-4d93-b66d-4c0c709f8051, 40, 4582, No update data, 9g3qrmhn827v
Bird, MEX, f1dfd639-e3c1-4f45-9cc1-6958513abbfb, 61, 7900, No update data, 9g3qrkfswfmb
Bird, MEX, 1be2227c-68d1-460d-83a5-a46ca069665a, 72, 9638, No update data, 9g3qrmqn7bsv
Bird, MEX, 1f9e2f30-e336-4d3d-ac28-b23f50927005, 84, 11534, No update data, 9g3qrkf0hur9
